Source,Hypothesis,Reference,Source Language,Target Language
"In this regard it seems vital to have a multitude of good initiatives at global, regional, national or local levels.","seeing as it appears crucial, it seems essential to have a variety of good initiatives at a global, regional, national, or local level.","seda silmas pidades paistab äärmiselt tähtsana mitmete heade algatuste olemasolu globaalsel, piirkondlikul ja riiklikul või kohalikul tasandil.",en,et
Only in that way will we close the gap between the peoples of Europe and the institutions.,vastavalt sellisel tavallisuudellam sulgeleme euroopan kansalaiset ja instituutteidena olevan erän.,ainult sel moel suudame me täita tühimikku euroopa rahvaste ja institutsioonide vahel.,en,et
"Mr President, Commissioner, ladies and gentlemen, shortly after this Parliament was voted in, we were immediately faced with the issue of suspending the Generalised System of Preferences (GSP+), in particular, with regard to the application or nonapplication of this mechanism to Sri Lanka and Colombia.","herr präsident, kommissar, damen und herren, kurz nachdem dieses parlament gewählt wurde, konfrontierten wir uns sofort mit dem problem der aufhebung des allgemeinanwendbaren präferenzsystems (gsp+), insbesondere im hinblick auf die anwendung oder nichtanwendung dieses mechanismus auf sri lanka und kolumbien.","kallid kolleegid! varsti pärast seda, kui käesolev parlament ametisse hääletati, seisime kohe silmitsi küsimusega kas peatada üldiste soodustuste süsteemi (gsp+), iseäranis antud mehhanismi sri lankale ja colombiale kohaldamise või mittekohaldamise suhtes.",en,et
"Benazir Bhutto wanted the organisation to comfort Muslim women, to give them legal advice and practical help and, above all, help them to form a network of Muslim women around the world to build a world of peace, where different religions could live in peace and with respect.","benazir bhutto sohtis teie organizatsiooni, et neid muslimi naised kohandada, et neid juridiline ning praktiline nõuandamiseks ja kindlasti, et neid muslimi naised maailma kogumiseks rakendada, kui muslimi naised maailma kogumiseks maailma, kus erinevad religioonid saaks saada rahvusliku raua, kus neid erinevad religioonid saaks elu rahvusliku arvamisega.","benazir bhutto soovis, et organisatsioon toetaks mosleminaisi, annaks neile juriidilist nõu ja praktilist abi ning eelkõige aitaks neil moodustada üleilmne mosleminaiste võrgustik tagamaks rahu maailmas, kus eri religioonid saaksid elada rahus ja austuses.",en,et
"As we know, after the results were published, violence broke out in the capitol Nairobi and other parts of Kenya.","kui teadme, kui tuleks tulemused publimeerida, alakasutus alustas nairobi rahvusvahelise keniaga põhikogu ja teine osad keniaga.","nagu teame, puhkesid pärast valimistulemuste avaldamist pealinnas nairobis ja kenya teistes piirkondades rahutused.",en,et
That is also the aim for the European agenda.,selle on selline ettevõtja euroopa plaanile ka.,ühtlasi on see euroopa tegevuskava eesmärk.,en,et
"The whole question of males and their access to rooms, especially female's rooms, has to be looked at.","kogu küsitlus võrreldavalt meheid ja heilu võtmede toetamise kohta, kasutades selles põhjustusel, kuidas naised hakkavad sellele loomu, peab olema vaadata.","tuleb hinnata kogu meeste ja nende tubadesse pääsu, eriti naiste tubadesse pääsu küsimust.",en,et
We must provide the resources necessary to be able to back up what we are saying in the new Lisbon strategy with a view to 2020.,"meie peale on vaja antud saadud ressursid, et uuesti lisboni strategia juurde 2020.","meil tuleb eraldada vajalikud vahendid, et saaksime kindlustada selle, mida me ütleme uues lissaboni strateegias, pidades silmas 2020. aastat.",en,et
I have attended more debates like this than I care to remember here in the European Parliament and at some point they start to sound like empty liturgies.,"en olemassa olen useampia näytöksiä tässä euroopan parlamentissa, jotka alkavat kuulua kuin tyhjää liturgiaa.","euroopan parlamentissa on aiemminkin kuultu tämänkaltaisia keskusteluja, ja ne alkavat minusta jo muistuttaa sisältöä vailla olevia rituaaleja.",en,fi
"Instead, we want the current UCLAF to be replaced by an office of fraud prevention with full operational independence, but not one that is a satellite organisation somewhere outside the institutions of the EU.","sijaan, haluamme, että nykyinen uclaf (university college london academic forum) korvataan toimintavaltuutusvaltuuskunta, joka on täydellisesti toimintavaltuutuksen itsenäisyydellä, mutta ei se ole yksikköorganisaatio jossakin euroopan unionin ulkopuolella.","vaadimme paljon enemmän, vaadimme tällä hetkellä toimivan uclafin korvaamista petostentorjunnasta vastaavalla virastolla, jonka toiminta on täysin riippumatonta, mutta joka ei toimi satelliittina jossakin eu: n toimielinten ulkopuolella.",en,fi
"The next item is the debate on the report (A5-0332/2001) by Mr Brok, on behalf of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, on the progress achieved in the implementation of the common foreign and security policy (C5-0194/2001 - 2001/2007(INI)).","seuraava asiakohde on puhe on a5-0332/2001-raporttia, joka tehti mr brok, komitean ulkopolitiikka, ihmisoikeudet, yleisen turvallisuuden ja puolustuspolitikan edustajana, tulevaisuuden ulkopolitiikan (c5-0194/2001 - 2001/2007(ini)) toiminnan edistymisestä.","esityslistalla on seuraavana brokin laatima ulkoasioiden, ihmisoikeuksien sekä yhteisen turvallisuuden ja puolustuspolitiikan valiokunnan mietintö (a5-0332/2001) yhteisen ulko- ja turvallisuuspolitiikan toteuttamisessa tapahtuneesta edistymisestä (c5-0194/2000 - 2001/2007(ini)).",en,fi
"But the precise way in which these changes are to be implemented and, more remarkably still, the new conditions of service which will apply to new JET staff, are not included in the Commission proposal at all.","mutta sen siin, miten ne muutokset tulevat toteutettavaksi, sekä uuden jet-työntekijöiden käyttöön ottamat uudet työtilat, eivät ole siltäänkään sisältyneet commission-esityksessä.","komission ehdotus ei kuitenkaan lainkaan määrittele tarkkaa tapaa, joilla nämä muutokset ja etenkin uuden jet-henkilöstön työehdot pannaan täytäntöön.",en,fi
"The European Parliament has serious concerns about the deterioration in freedom of the press, about certain acts of censorship and about growing self-censorship within the Turkish media, including on the Internet.","euroopan eduskunta on huolissa itsestään turkkalaisten mediassa tapahtuneen vapauden painottamisen kasvamisesta, erityisesti vapaamielisyyden vähentämisestä sekä internettä käyttäen yhteistyössä vapauden painottamisesta.","euroopan parlamentti on vakavasti huolissaan lehdistönvapauden heikkenemisestä, eräistä sensuuritoimenpiteistä ja turkin tiedotusvälineiden lisääntyvästä itsesensuurista myös internetissä.",en,fi
"The time has come now for the European Commission, taking seriously the work it has done to date, to develop a strategy which - as my colleague Mrs Járóka has also mentioned - will be able to put an end to discrimination and to call to account those countries that are lagging behind in terms of legislation.","aika on nyt tullenut siihen, että euroopan komissioni, ottaa huomioon toimintansa, jonka on tehnyt edelläkään, kehittää strategian, joka - kuten minun ystävänäni neiti járóka on myös huomauttanut - voi lopettaa diskriminaatioa ja kutsua säädyllisesti seuraavat maat, jotka eivät ole täysin toimivassa tilassa asiakirjallisuudessa.","euroopan komission on nyt aika tarkastella todella työtä, jota se on tehnyt tähän saakka, laatia strategia, jolla - kuten kollegani jäsen járóka jo sanoi - kykenemme torjumaan syrjintää, sekä vaatia selitystä mailta, jotka ovat jääneet lainsäädäntötoimissaan muista jälkeen.",en,fi
"What I can tell him is that we are not going to carry out this study in isolation, but in collaboration with you. And not only with you, but also with those members of the European public who have something to say to us on this matter.","mitä minun voi sanoa hänelle on, että me ei teemme tämän tutkimuksen erillisesti, vaan yhteistä työskentelyä kanssamme. ja ei ainoastaan kanssamme, vaan myös ne euroopan kansalaiset, joille on jotain sanoa meidän kanssa tämän kohdalla.","voin kuitenkin sanoa, että emme tee tätä tutkimusta eristäytyneenä, vaan yhdessä teidän kanssanne, ja sen lisäksi niiden eurooppalaisen yhteiskunnan henkilöiden kanssa, jotka haluavat tiedottaa meille jotain asiasta.",en,fi
"Whenever a risk was suspected, a less thorough investigation was carried out, just to be on the safe side.","kun oli mahdollisuus huoltoon, suoritettiin vähemmän tarkka tutkimus, koska huolimatta.","jos riskiä epäiltiin, tehtiin vähemmän kattava tutkimus kaiken varalta.",en,fi
"In some senses, therefore, there is no real balance but, on the other hand, Commissioner, the agreement is obviously a step forward and an improvement over the present situation.","käyttäen monenlaisia tunteita, on siis tarkoitettua sanoa, että ei ole tottaan yhtäläisyyttä, mutta toisin puolen tarkoitus on commissioner, että suositus on selvästi edistys ja parantaminen nykyään olevasta asiakirjallisuudestaan.","siksi joissain suhteissa todellista tasapainoa ei ole, mutta toisaalta, arvoisa komission jäsen, sopimus on selvä parannus nykytilanteeseen.",en,fi
"During the German Presidency, the Amsterdam Treaty will come into force.","aika, joka käyttää german presidencyä, tulee amsterdamin sopimuksen käyttöön.",amsterdamin sopimus tulee voimaan saksan puheenjohtajakauden aikana.,en,fi
"As Europeans, with our experience, our culture of peace and our economic opportunities, we too are called upon to make our contribution towards a better future for Iraq.","en tant que européens, avec notre expérience, notre culture de la paix et nos opportunités économiques, nous sommes également appelés à faire notre contribution vers un avenir meilleur pour l'irak.","les européens que nous sommes, avec leur expérience, leur culture de la paix et leurs moyens économiques, sont appelés à apporter leur contribution en faveur d'un avenir meilleur en irak.",en,fr
It does indeed speak for itself that those who are around the negotiating table are most sensitive to their own issues; this is always the case.,c'est bien évident que ceux qui sont autour de la table de négociation sont les plus sensibles à leurs propres préoccupations ; c'est toujours le cas.,il est d'ailleurs évident que les personnes qui siègent autour de la table de négociations sont les plus sensibles à leurs propres problèmes. il en est toujours ainsi.,en,fr
We nevertheless believe that the compromise is sound overall because it constitutes a clear improvement upon the original proposal.,nous considérons toutefois que le compromis est solide dans son ensemble car il représente une amélioration claire par rapport à la proposition initiale.,"cependant, nous estimons que le compromis est dans l’ensemble satisfaisant, en ce sens qu’il constitue une nette amélioration par rapport à la proposition initiale.",en,fr
"in writing. - (PT) The fight against fraud and misappropriation of public funds, in this case Community funds, must be a priority in each Member State.","la lutte contre la fraude et l'abus des fonds publics, dans ce cas les fonds communautaires, doit être une priorité dans chaque état membre.","par écrit. - (pt) la lutte contre la fraude et le détournement de fonds publics, en l'occurrence les fonds communautaires, doivent être une priorité dans chaque état membre.",en,fr
We consider this to be setting a worrying precedent for the forthcoming review of the regulation on the rights of air passengers.,nous considérons que cela établit un précédent inquiétant pour la prochaine révision de la réglementation sur les droits des passagers aériens.,nous estimons que cela crée un précédent inquiétant pour le réexamen à venir du règlement relatif aux droits des passagers aériens.,en,fr
It is not a quick fix.,c'est pas une solution rapide.,ce n'est pas une solution miracle.,en,fr
Subject: Extending cuts to the private sector,sujet : prolongation des coupes dans le secteur privé,objet: extension des compressions de personnel au secteur privé,en,fr
"We really need to use the first reading as part of our effort, by December, to make the 2005 budget a reliable development resource which will safeguard the smooth integration of the new Member States, the reduction in differences within the Union and the efficient implementation of European policies.","nous avons vraiment besoin d'utiliser la lecture initiale dans notre effort, d'ici décembre, pour rendre le budget de 2005 une ressource de développement fiable qui protègera l'intégration harmonieuse des nouveaux états membres, la réduction des écarts au sein de l'union et la mise en œuvre efficace des politiques européennes.","nous devons utiliser la première lecture comme partie de notre effort pour, d’ici décembre, faire du budget 2005 une ressource de développement fiable qui préservera l’intégration sans heurts des nouveaux états membres, la réduction des disparités au sein de l’union et la mise en œuvre efficace des politiques européennes.",en,fr
"The Committee of Inquiry's report reveals maladministration on a breathtaking scale by the main players in this affair - the British Government, the Commission, and also the Council.","le rapport de la commission d'enquête révèle une maladministration sur une échelle étonnante des principaux acteurs de cette affaire - le gouvernement britannique, la commission et également le conseil.","le rapport en objet révèle une gestion proprement effarante de la part des principaux acteurs du marché intérieur: le gouvernement britannique, la commission, mais aussi le conseil.",en,fr
There is a real guerrilla war in progress.,il y a une vraie guerre de guérilla en cours.,une guérilla énorme est en cours.,en,fr
"There are some parallels but the Commissioner who helped me early on in this case, and my efforts, have been unable to persuade UK customs to act justly.","es gibt einige parallelen, aber der kommissar, der mich früh in diesem fall unterstützt hat, und meine bemühungen, konnte die uk-zollbehörden dazu bewegen, gerecht zu handeln.","es gibt zwar einige parallelen, aber weder der kommissar, der mir frühzeitig bei diesem fall behilflich war, noch meine eigenen bemühungen konnten die zollbehörden des vereinigten königreiches dazu bewegen, gerecht zu handeln.",en,de
"The small-scale and inshore fleet would be of no interest to Morocco in terms of establishing joint enterprises; this would mean, in areas such as ours where employment problems are very serious, the scrapping of small vessels and a reduction in employment.","in bezug auf die gründung gemeinsamer unternehmen würde die klein- und küstennahe flotte für marokko von keinem interesse sein; dies bedeutet, in bereichen wie unsere, wo beschäftigungsprobleme sehr ernst sind, die verschrottung kleiner schiffe und eine reduzierung der beschäftigung.","die handwerklich betriebene und die flachwasserflotte wären für marokko für die bildung gemischtwirtschaftlicher unternehmen nicht von interesse. dies würde in regionen wie der unseren, in der es sehr große probleme im zusammenhang mit der beschäftigung gibt, das abwracken kleiner schiffe und den abbau von arbeitsplätzen bedeuten.",en,de
"What representations has the Commission made to the UK and French governments concerning safety in the Channel Tunnel, and has any reference been made to the design of the freight wagons?","welche angaben hat die kommission den regierungen des vereinigten königreichs und frankreichs hinsichtlich der sicherheit im kanaltunnel gemacht, und ist auf die gestaltung der güterwaggons irgendeine anspielung gemacht worden?","welche schritte hat der rat bei den regierungen des vereinigten königreichs und frankreichs in bezug auf die sicherheit im kanaltunnel unternommen, und ist die konstruktion der güterzüge berücksichtigt worden?",en,de
What else will the Commission do to encourage the Member States?,"was wird die kommission zusätzlich tun, um die mitgliedstaaten anzuregen?","was wird die kommission weiter unternehmen, um die mitgliedstaaten zu ermutigen?",en,de
"I should also like to warn, however, that in so doing we must not hinder a number of countries from liberalising freight transport.","ich möchte auch darauf hinweisen, dass dabei jedoch keine reihe von ländern von der liberalisierung des güterverkehrs behindert werden sollte.","gleichwohl sei auch gewarnt. es darf nicht so sein, dass wir hierdurch einigen ländern bei der liberalisierung des güterverkehrs steine in den weg legen.",en,de
The vote will take place today at 4 p.m.,die abstimmung findet heute um 16 uhr statt.,die abstimmung findet um 16.00 uhr statt.,en,de
"I believe that it is no exaggeration whatsoever to state that, today, history is blending with the present, and that in this historic present which we are living in, the European Union and United Nations are two principal actors.","ich glaube, es wäre kein übertreiben, zu sagen, dass heutzutage geschichte mit der gegenwart vermischt ist, und dass in diesem historischen gegenwart, in der wir leben, die europäische union und die vereinten nationen zwei hauptverantwortliche akteure sind.","ich glaube ohne übertreibung behaupten zu können, dass geschichte und gegenwart heute ineinander greifen und dass die europäische union und die vereinten nationen in dieser historischen gegenwart, in der wir leben, zwei hauptakteure sind.",en,de
"One of the steps we need to take if we are to build a bridge to the destabilised regions bordering on Europe, is to give Turkey a prospect of accession.","eines der schritte, die wir ergreifen müssen, um eine brücke zu den instabilen regionen an der grenze europas zu errichten, ist es, der türkei eine zugangsmöglichkeit zur eu-mitgliedschaft zu bieten.","einer der schritte, die wir brauchen, um eine brücke zu den destabilisierten nachbarregionen europas zu bauen, ist die beitrittsperspektive für die türkei. was jetzt beschlossen worden ist, ist ein richtiger beschluss.",en,de
"Perhaps the evaluation report would present the right opportunity to introduce further improvements, such as, for example, the possible certification of the producer of the compound feedingstuffs.","vielleicht bietet die bewertungsberichtung die geeignete gelegenheit, weitere verbesserungen einzuführen, wie zum beispiel die mögliche zertifizierung des herstellers der mischfutterprodukte.","vielleicht wäre dann der evaluierungsbericht geeignet, weitere verbesserungen einzuführen, z.b. eine eventuelle zertifizierung der mischfutterhersteller.",en,de
"The situation for Romany women is even more difficult, and they suffer discrimination on two counts.","die situation für romni-frauen ist sogar noch schwieriger, und sie erleiden diskriminierung auf zwei ebenen.","die lage ist für roma-frauen sogar noch schwieriger, denn sie werden in doppelter hinsicht diskriminiert.",en,de
A budget of 12 million ECU has been set aside for this.,ο διαθέσιμος βυθισμός είναι 12 μιονίου ecu.,για το σκοπό αυτό έχει προβλεφθεί κονδύλιο 12 εκατ.,en,el
"That really is unacceptable, in my view.","αυτό είναι απαραίτητο, από τη σκέψη μου.","κατά τη γνώμη μου, αυτό είναι πραγματικά απαράδεκτο.",en,el
"In the context of inspections, it should, however, be pointed out that there is no uniform system of distributing quotas or reporting catches by individual Member States.","σε το περιβάλλον των ελέγχων, απαιτείται να καθορίσεται όμως ότι δεν υπάρχει ομογενή σύστημα διανομής των κυβερνήσεων ή αναφοράς απολυτήρωσης από κάθε μέλος κοινότητας.","στο πλαίσιο αυτών των ελέγχων, θα πρέπει, ωστόσο, να σημειωθεί ότι δεν υπάρχει ένα ομοιόμορφο σύστημα κατανομής ποσοστώσεων ή εκθέσεων αλιευμάτων από τα κράτη μέλη.",en,el
Sweden views the principle of subsidiarity as a guarantee that national and local democracy will not be overruled by the EU.,το sweden βλέπει το πρinciple of subsidiarity ως ένα βεβαιωμένο ότι η δημοκρατία κατασκευαστική και κοινότητα δεν θα επαναλαμβάνει από το eu.,από σουηδικής πλευράς η αρχή της επικουρικότητας προβάλλεται ως εγγύηση για να μην παραγκωνισθούν οι εθνικές και τοπικές δημοκρατίες από την εε.,en,el
"We seem to be doing so in a wide variety of areas, Mr Walter.","εναλλακτικά είναι όχι μόνο σε πολλές περιοχές, ηρώδουλος.","αυτό φαίνεται ότι κάνουμε σε ευρύ φάσμα θεμάτων, κύριε walter.",en,el
"There are people who are strangers in their own land, who have lost all human contact and the chance to feel at home in the world.","υπάρχουν άνθρωποι που είναι ξένοι στην αυτήν την χώρα τους, που έχουν έκλεισε όλη την επαφή του άνθρωπου και την ευκαιρία να αισθάνονται ως οίκοδεσπότες στον κόσμο.","υπάρχουν άνθρωποι οι οποίοι είναι ξένοι στην ίδια τους τη χώρα, που έχουν χάσει κάθε ανθρώπινη επαφή και την ευκαιρία να αισθάνονται άνετα ζώντας μέσα στον κόσμο.",en,el
"Mr President, now that we have adopted Amendments Nos 48 and 49, I would like to ask the Liberal Group whether Amendment No 47 automatically lapses.","ο πρόεδρος, όταν έχουμε διαθέσει τα αλλαγές nos 48 και 49, θέλω να ερωτήσω τον ομάδα των λιβεράλων εάν η αλλαγή no 47 αυτόματα αποκαταστατεύεται.","κύριε πρόεδρε, θέλω να ρωτήσω την ομάδα των φιλελευθέρων αν, από τη στιγμή που εγκρίναμε προηγουμένως τις τροπολογίες 48 και 49, η τροπολογία 47 δεν καταπίπτει τώρα αυτόματα.",en,el
"As regards my answers to these questions, I would refer the honourable Members to my statement.","σχετικά με τα απαντήματά μου σε αυτές τις ερωτήσεις, θα αναφέρω τους τιμωρημένους δεποτερούς στον λόγο μου.",σχετικά με τις απαντήσεις αυτές παραπέμπω τους κ. βουλευτές στη δήλωσή μου.,en,el
"Insurance mediation by banks is no different from the rest of the mediation activity, and would not need regulation of its own.","η μεσιτηρία ασφαλίσεων από τα τράπεζα δεν είναι διαφορετική από τη μεσιτηρία όλων των ενεργειών μεσιτηρίας, και δεν απαιτεί αυτόνομη πολιτική πολιτική διαχείρισης.",η πώληση ασφαλειών από χρηματοπιστωτικά ιδρύματα εμπίπτει στην ίδια κατηγορία ασφαλιστικής διαμεσολάβησης με τις υπόλοιπες και άρα δεν απαιτεί ειδικούς κανόνες.,en,el
It is important to debate this.,σημαντικό είναι να διαβάζουμε αυτό.,είναι σημαντικό να το συζητήσουμε αυτό.,en,el
"However, as we know, Iraq remains a country with very serious problems in relation to security, respect for democracy and human rights, as well as economic insecurity.","azt ismerjük, hogy irak továbbra is olyan ország, amelyben nagyon súlyos biztonsági, demokrácia- és emberi jogokkal kapcsolatos problémák vannak, valamint gazdasági biztonság hiányzik.","ahogy mindannyian tudjuk azonban, irak továbbra is komoly problémákkal néz szembe a biztonság, a demokrácia és az emberi jogok tiszteletben tartása, valamint a gazdasági bizonytalanság terén.",en,hu
"I would have liked Taiwan, in return, to immediately grant visa-free entry to all citizens of the European Union, too.","a szeretnék, ha taiwan azonnal látogatási engedély nélküli beutazást is a teljes európai unió állampolgárai számára biztosítana.","azt szerettem volna, ha viszonzásul tajvan is azonnal vízummentességet ad az európai unió minden állampolgárának.",en,hu
"Maintaining peace, the stability of borders and the resolution of border disputes, progress towards democracy, the rule of law and the promotion of regional cooperation are essential for development in this region of the world.","a fontos a béke fenntartása, határok stabilitása és határok vitáinak megoldása, a demokrácia fejlődése, a jogállamiság és a régiós együttműködés előmozdítása a világ ezen terület fejlődéséhez.","a béke fenntartása, a határok stabilitása és a határ menti viták megoldása, valamint a demokrácia, a jogállamiság és a regionális együttműködés elősegítése érdekében tett előrelépés nélkülözhetetlen elemei a világ e része fejlődésének.",en,hu
"When media people, newspaper publishers, come and tell us they have questions, we should discuss those questions seriously.","amikor a médiaemberek, újságkiadók eljönnek, és elmondanak, hogy kérdéseik vannak, komolyan kell ezekkel a kérdésekkel foglalkozni.","amikor a médiában dolgozók és a hírlapkiadók odajönnek hozzánk és elmondják, hogy vannak kérdéseik, akkor ezeket a kérdéseket nagyon komolyan meg kell vitatnunk.",en,hu
The importance of this decision cannot be underestimated either by the Nordic countries or by the Member States around the Baltic Sea that joined in 2004.,"azt nem lehet alábecsülni a döntés fontosságát sem a skandináv országok részéről, sem a 2004-ben csatlakozott balti-tengeri tagállamok részéről.","e döntés fontosságát aligha becsülik alá az északi országok, de a balti-tenger mellett élő, 2004-ben csatlakozott tagállamok sem.",en,hu
"That all sounds very fine, but the reality is harsher.","ez hangzik nagyon jól, de a valóság kevésbé enyhe.","ez mind remekül hangzik, a valóság azonban kevésbé idilli.",en,hu
"Parliament has a lot to accomplish in the Stockholm Programme, including in the area of organised crime, and not only within the European Union.","az országgyűlés a stockholmi program keretében sok dolgot kell elérnie, beleértve a szervezett bűnözés területén is, és nem csak az európai unió belül.","a parlamentnek sok elvégzendő feladata van a stockholmi programban, többek között a szervezett bűnözés terén, és nem csak az európai unión belül.",en,hu
I am not suggesting that is what the EU has done before.,"nem javasolom, hogy ez az európai unió korábban tett volna.","amivel nem azt akarom sugallni, mintha az eu korábban így járt volna el.",en,hu
"As I reiterate my opposition, I would say that I think it would have been a good idea to wait for the decision of the Court of Justice of the European Union on 8 March before discussing the issue in this House.","mint kétszer is hangsúlyozom a tiltakozásomat, mondanám, hogy gondolom, jó lenne volna várni a bíróság európai uniójának döntését 2023. március 8-án, mielőtt ezt a kérdést ezen a tárgyalóhelyen beszélnénk volna.","az ellenvéleményem megismétlése mellett el szeretném még mondani, hogy véleményem szerint a vita e házban történő megvitatása előtt jó lett volna megvárni az európai unió bírósága által március 8-án meghozandó határozatot.",en,hu
"The strategy is based on Romania's branding as a country, which is a concept we are using to present to prospective tourists the authentic nature of our traditions and the wonderful landscapes we have.","a stratégia a románia ország márkanév alapján alakul, amit arra használunk, hogy a lehetséges turisták számára mutassuk be a hagyományaink autentikus természetét és azt, hogy milyen csodálatos tájakkal rendelkezünk.","ez a stratégia románia jellegzetességeire és arra a koncepcióra épül, hogy bemutassuk valódi hagyományainkat és az országunkban található gyönyörű tájakat a potenciális turisták számára.",en,hu
"That is why we set out quite clearly in the new strategy what objectives we want to achieve through this closer involvement: genuine support for reforms in the field of human rights, democracy, support for economic development, investment support, protection of the environment, environmental sustainability, development of energy and transport links, as also measures to tackle common challenges such as drugs trafficking.","questa è la ragione per cui abbiamo stabilito con chiarezza gli obiettivi che vogliamo raggiungere attraverso questa maggiore partecipazione: il sostegno autentico alle riforme nel campo dei diritti umani, della democrazia, il sostegno allo sviluppo economico, il sostegno all'investimento, la protezione dell'ambiente, la sostenibilità ambientale, lo sviluppo di collegamenti energetici e di trasporto, nonché misure per affrontare i problemi comuni come il traffico di droga.","questa è la ragione per cui abbiamo definito chiaramente nella nuova strategia quali obiettivi intendiamo ottenere tramite questo più stretto coinvolgimento: sostegno autentico alle riforme nel settore dei diritti umani, della democrazia, del supporto allo sviluppo economico e agli investimenti, della protezione dell'ambiente, della sostenibilità ambientale, dello sviluppo dell'energia e di collegamenti in materia di trasporti, nonché misure volte ad affrontare sfide comuni quali il traffico di droga.",en,it
This requires the training programme to be flexible.,este programa de treinamento precisa ser flexível.,pertanto il programma di formazione deve essere flessibile.,en,it
Without this a great deal can go wrong.,senza questo può andare molto male.,"mancando questa, molte cose possono andare male.",en,it
I am confident that the Council can heed positive efforts.,eu tenho confiança de que o conselho possa responder a esforços positivos.,sono certa che il consiglio non ignorerà sforzi così proficui.,en,it
"The companies are hardly likely to tell them that researchers have started asking questions about the link between exposure to pesticides and the steadily increasing incidence of certain conditions such as Parkinson's disease, Alzheimer's, prostate cancer, brain tumours and congenital deformities.","os empresas são pouco prováveis de informá-los que pesquisadores começaram a fazer perguntas sobre a ligação entre a exposição a fitossanitários e a crescente ocorrência de determinadas condições, como doença de parkinson, doença de alzheimer, câncer de próstata, tumores cerebrais e deformidades congênitas.","e proprio questi ultimi non riferiranno loro che gli scienziati iniziano a porsi delle domande sul legame esistente fra l'esposizione ai pesticidi e la progressione regolare di alcune malattie, fra cui il morbo di parkinson, il morbo di alzheimer, il cancro alla prostata, i tumori cerebrali e le malformazioni congenite.",en,it
"The firm stance adopted by the European Parliament on the rights of persons travelling by bus or coach means that, from now on, transport operators will provide information, assistance and compensation across the whole EU to comply with passengers' rights.","a firme posição adotada pelo parlamento europeu em relação aos direitos das pessoas que viajam por ônibus ou ônibus-turismo significa que, a partir de agora, os operadores de transporte fornecerão informações, ajuda e indenização ao longo da união europeia para cumprir os direitos dos passageiros.","la posizione risoluta adottata dal parlamento europeo sui diritti delle persone che viaggiano in autobus o pullman significa che, da questo momento in poi, gli operatori dei trasporti forniranno informazioni, assistenza e risarcimento in tutta l'ue per conformarsi ai diritti dei passeggeri.",en,it
"Mrs Müller, we shall see what music accompanies the Council's reply!","signora müller, vediamo cosa musica accompagnerà la risposta del consiglio!","onorevole müller, sentiremo con quale musica risponderà il consiglio al suo intervento!",en,it
Now we have to recognize that the Union - I am thinking mostly of the Council even though in this respect the Irish presidency largely escapes this criticism - but in general the Union and in particular the Council have not always shown a clear willingness to defend human rights when the Union has been faced with a concrete situation.,"agora precisamos reconhecer que a união - estou pensando principalmente no conselho, embora a presidência irlandesa, em grande parte, escapou desta crítica - mas, em geral, a união e, em particular, o conselho não têm sempre demonstrado uma clara disposição a defender os direitos humanos quando a união foi confrontada com uma situação concreta.","orbene, è giocoforza constatare che l'unione - penso soprattutto al consiglio, anche se, su questo piano, la presidenza irlandese sfugge ampiamente a questa critica - ma in modo generale, l'unione e in particolare il consiglio, non hanno ancora manifestato una volontà chiara di difendere i diritti dell'uomo quando l'unione si trova di fronte ad una situazione concreta.",en,it
We must not criminalise the captain. This is important.,no devemos criminalizar o capitão. isso é importante.,si tratta di un punto molto importante: quest'uomo si trova ancora agli arresti domiciliari e deve presentarsi ogni giorno alla polizia.,en,it
"On the other hand, the right for spouses or life partners to legally set up a company is just as vital.","dall'altra parte, il diritto per i coniugi o partner di vita di poter legittimamente costituire una società è anch'esso di pari importanza.",altrettanto fondamentale è il diritto dei coniugi coadiuvanti o dei partner riconosciuti a istituire legittimamente un'azienda.,en,it
I have to deplore a few mistakes in the printing of the text.,mi jau deploru minusku errorus ĉe la imprinto de la teksto.,man ir jānorāda uz dažām kļūdām drukātajā tekstā.,en,lv
"On the labour markets, for example, activation policies can be very helpful.","in the labour markets, for example, activation policies can be very beneficial.","piemēram, attiecībā uz darba tirgiem aktivizēšanas politika var būt ļoti noderīga.",en,lv
Illegal phone tapping has become prosecutors' investigation method of choice.,illegal phone tapping has become the preferred method of investigation for the prosecutors.,nelegāla pieslēgšanās telefona sarunām ir kļuvusi par prokuroru izmantoto izmeklēšanas metodi.,en,lv
The market is not working.,la bazaar ne funziona pas.,tirgus nedarbojas.,en,lv
"Gangs of soldiers are regularly involved in attacks, robbery and rape.","soldiers' gangs regularly engage in attacks, robberies, and rapes.","karavīru bandas ir regulāri iesaistītas uzbrukumos, laupīšanā un izvarošanā.",en,lv
