Source,Hypothesis,Reference,Source Language,Target Language
"What I can tell him is that we are not going to carry out this study in isolation, but in collaboration with you. And not only with you, but also with those members of the European public who have something to say to us on this matter.","voin kertoa hänelle, ettemme tee tätä tutkimusta yksin vaan yhteistyössä teidän kanssanne, ei ainoastaan teidän kanssanne, vaan myös niiden euroopan kansalaisten kanssa, joilla on jotain sanottavaa meille tässä asiassa.","voin kuitenkin sanoa, että emme tee tätä tutkimusta eristäytyneenä, vaan yhdessä teidän kanssanne, ja sen lisäksi niiden eurooppalaisen yhteiskunnan henkilöiden kanssa, jotka haluavat tiedottaa meille jotain asiasta.",en,fi
"Whenever a risk was suspected, a less thorough investigation was carried out, just to be on the safe side.","aina, kun riskiä epäiltiin, tehtiin vähemmän perusteellinen tutkimus, jotta olisimme varmoja.","jos riskiä epäiltiin, tehtiin vähemmän kattava tutkimus kaiken varalta.",en,fi
"In some senses, therefore, there is no real balance but, on the other hand, Commissioner, the agreement is obviously a step forward and an improvement over the present situation.","joiltakin osin ei siis ole todellista tasapainoa, mutta toisaalta, arvoisa komission jäsen, sopimus on tietenkin askel eteenpäin ja parannus nykyiseen tilanteeseen verrattuna.","siksi joissain suhteissa todellista tasapainoa ei ole, mutta toisaalta, arvoisa komission jäsen, sopimus on selvä parannus nykytilanteeseen.",en,fi
"During the German Presidency, the Amsterdam Treaty will come into force.",amsterdamin sopimus tulee voimaan saksan puheenjohtajakaudella.,amsterdamin sopimus tulee voimaan saksan puheenjohtajakauden aikana.,en,fi
"As Europeans, with our experience, our culture of peace and our economic opportunities, we too are called upon to make our contribution towards a better future for Iraq.","en tant que européens, avec notre expérience, notre culture de paix et nos possibilités économiques, nous sommes également appelés à apporter notre contribution à un avenir meilleur pour l'iraq.","les européens que nous sommes, avec leur expérience, leur culture de la paix et leurs moyens économiques, sont appelés à apporter leur contribution en faveur d'un avenir meilleur en irak.",en,fr
It does indeed speak for itself that those who are around the negotiating table are most sensitive to their own issues; this is always the case.,il est en effet évident que ceux qui sont autour de la table de négociation sont les plus sensibles à leurs propres questions; c'est toujours le cas.,il est d'ailleurs évident que les personnes qui siègent autour de la table de négociations sont les plus sensibles à leurs propres problèmes. il en est toujours ainsi.,en,fr
We nevertheless believe that the compromise is sound overall because it constitutes a clear improvement upon the original proposal.,"néanmoins, nous pensons que le compromis est globalement rationnel parce qu'il constitue une amélioration évidente par rapport à la proposition initiale.","cependant, nous estimons que le compromis est dans l’ensemble satisfaisant, en ce sens qu’il constitue une nette amélioration par rapport à la proposition initiale.",en,fr
"in writing. - (PT) The fight against fraud and misappropriation of public funds, in this case Community funds, must be a priority in each Member State.","par écrit. - (pt) la lutte contre la fraude et l'appropriation illicite de fonds publics, en l'occurrence des fonds communautaires, doit être une priorité dans chaque état membre.","par écrit. - (pt) la lutte contre la fraude et le détournement de fonds publics, en l'occurrence les fonds communautaires, doivent être une priorité dans chaque état membre.",en,fr
We consider this to be setting a worrying precedent for the forthcoming review of the regulation on the rights of air passengers.,nous estimons que cela constitue un précédent préoccupant pour la prochaine révision du règlement sur les droits des passagers aériens.,nous estimons que cela crée un précédent inquiétant pour le réexamen à venir du règlement relatif aux droits des passagers aériens.,en,fr
It is not a quick fix.,il ne s'agit pas d'une solution rapide.,ce n'est pas une solution miracle.,en,fr
Subject: Extending cuts to the private sector,objet: extendue des réductions au secteur privé,objet: extension des compressions de personnel au secteur privé,en,fr
"We really need to use the first reading as part of our effort, by December, to make the 2005 budget a reliable development resource which will safeguard the smooth integration of the new Member States, the reduction in differences within the Union and the efficient implementation of European policies.","nous devons réellement utiliser la première lecture dans le cadre de nos efforts, d'ici décembre, pour faire du budget 2005 une ressource de développement fiable qui garantira l'intégration sans heurt des nouveaux états membres, la réduction des divergences au sein de l'union et la mise en œuvre efficace des politiques européennes.","nous devons utiliser la première lecture comme partie de notre effort pour, d’ici décembre, faire du budget 2005 une ressource de développement fiable qui préservera l’intégration sans heurts des nouveaux états membres, la réduction des disparités au sein de l’union et la mise en œuvre efficace des politiques européennes.",en,fr
"The Committee of Inquiry's report reveals maladministration on a breathtaking scale by the main players in this affair - the British Government, the Commission, and also the Council.","le rapport de la commission d'enquête révèle une mauvaise administration d'une ampleur inoubliable par les principaux acteurs de cette affaire - le gouvernement britannique, la commission et aussi le conseil.","le rapport en objet révèle une gestion proprement effarante de la part des principaux acteurs du marché intérieur: le gouvernement britannique, la commission, mais aussi le conseil.",en,fr
There is a real guerrilla war in progress.,une véritable guerre de guerilla est en cours.,une guérilla énorme est en cours.,en,fr
"There are some parallels but the Commissioner who helped me early on in this case, and my efforts, have been unable to persuade UK customs to act justly.","es gibt einige parallelen, aber der kommissar, der mir frühzeitig in diesem fall geholfen hat, und meine bemühungen sind nicht in der lage, die britischen zollbehörden zu überzeugen, gerecht zu handeln.","es gibt zwar einige parallelen, aber weder der kommissar, der mir frühzeitig bei diesem fall behilflich war, noch meine eigenen bemühungen konnten die zollbehörden des vereinigten königreiches dazu bewegen, gerecht zu handeln.",en,de
"The small-scale and inshore fleet would be of no interest to Morocco in terms of establishing joint enterprises; this would mean, in areas such as ours where employment problems are very serious, the scrapping of small vessels and a reduction in employment.","die kleine und die küstenflotte würden marokko nicht interessieren, wenn es um die gründung von joint enterprises geht; das würde in bereichen wie der unserer bedeuten, in denen die beschäftigungsprobleme sehr ernst sind, die ausrottung von kleinen schiffen und eine verringerung der beschäftigung bedeuten.","die handwerklich betriebene und die flachwasserflotte wären für marokko für die bildung gemischtwirtschaftlicher unternehmen nicht von interesse. dies würde in regionen wie der unseren, in der es sehr große probleme im zusammenhang mit der beschäftigung gibt, das abwracken kleiner schiffe und den abbau von arbeitsplätzen bedeuten.",en,de
"What representations has the Commission made to the UK and French governments concerning safety in the Channel Tunnel, and has any reference been made to the design of the freight wagons?","welche stellungnahmen hat die kommission gegenüber den britischen und französischen regierungen hinsichtlich der sicherheit im kanaltunnel gemacht, und wurde auf die konstruktion der güterwagen bezug genommen?","welche schritte hat der rat bei den regierungen des vereinigten königreichs und frankreichs in bezug auf die sicherheit im kanaltunnel unternommen, und ist die konstruktion der güterzüge berücksichtigt worden?",en,de
What else will the Commission do to encourage the Member States?,"was wird die kommission noch tun, um die mitgliedstaaten zu ermutigen?","was wird die kommission weiter unternehmen, um die mitgliedstaaten zu ermutigen?",en,de
"I should also like to warn, however, that in so doing we must not hinder a number of countries from liberalising freight transport.","ich möchte jedoch auch darauf hinweisen, dass wir uns dabei nicht daran hindern dürfen, einige länder von der liberalisierung des frachtverkehrs zu befreien.","gleichwohl sei auch gewarnt. es darf nicht so sein, dass wir hierdurch einigen ländern bei der liberalisierung des güterverkehrs steine in den weg legen.",en,de
The vote will take place today at 4 p.m.,die abstimmung findet heute um 14 uhr statt.,die abstimmung findet um 16.00 uhr statt.,en,de
"I believe that it is no exaggeration whatsoever to state that, today, history is blending with the present, and that in this historic present which we are living in, the European Union and United Nations are two principal actors.","ich glaube, es ist keine übertreibung zu sagen, dass sich die geschichte heute mit der gegenwart vermischt und dass in dieser historischen gegenwart, in der wir leben, die europäische union und die vereinten nationen zwei hauptakteure sind.","ich glaube ohne übertreibung behaupten zu können, dass geschichte und gegenwart heute ineinander greifen und dass die europäische union und die vereinten nationen in dieser historischen gegenwart, in der wir leben, zwei hauptakteure sind.",en,de
"One of the steps we need to take if we are to build a bridge to the destabilised regions bordering on Europe, is to give Turkey a prospect of accession.","einer der schritte, den wir unternehmen müssen, wenn wir eine brücke zu den destabilisierten regionen an der grenze zu europa bauen wollen, ist es, der türkei eine beitrittsperspektive zu geben.","einer der schritte, die wir brauchen, um eine brücke zu den destabilisierten nachbarregionen europas zu bauen, ist die beitrittsperspektive für die türkei. was jetzt beschlossen worden ist, ist ein richtiger beschluss.",en,de
"Perhaps the evaluation report would present the right opportunity to introduce further improvements, such as, for example, the possible certification of the producer of the compound feedingstuffs.","vielleicht würde der bewertungsbericht die richtige gelegenheit bieten, weitere verbesserungen einzuführen, wie z. b. die mögliche zertifizierung des herstellers der zusammengesetzten futtermittel.","vielleicht wäre dann der evaluierungsbericht geeignet, weitere verbesserungen einzuführen, z.b. eine eventuelle zertifizierung der mischfutterhersteller.",en,de
"The situation for Romany women is even more difficult, and they suffer discrimination on two counts.","die situation der römischen frauen ist noch schwieriger, und sie leiden unter zwei diskriminierungen.","die lage ist für roma-frauen sogar noch schwieriger, denn sie werden in doppelter hinsicht diskriminiert.",en,de
"That is why we set out quite clearly in the new strategy what objectives we want to achieve through this closer involvement: genuine support for reforms in the field of human rights, democracy, support for economic development, investment support, protection of the environment, environmental sustainability, development of energy and transport links, as also measures to tackle common challenges such as drugs trafficking.","ecco perché abbiamo specificato abbastanza chiaramente nella nuova strategia quali obiettivi vogliamo raggiungere attraverso questo coinvolgimento più stretto: un vero sostegno alle riforme nel campo dei diritti umani, della democrazia, dello sviluppo economico, dello sviluppo degli investimenti, della protezione dell'ambiente, della sostenibilità ambientale, dello sviluppo delle connessioni energetiche e di trasporto, e anche delle misure per affrontare sfide comuni come il traffico di droghe.","questa è la ragione per cui abbiamo definito chiaramente nella nuova strategia quali obiettivi intendiamo ottenere tramite questo più stretto coinvolgimento: sostegno autentico alle riforme nel settore dei diritti umani, della democrazia, del supporto allo sviluppo economico e agli investimenti, della protezione dell'ambiente, della sostenibilità ambientale, dello sviluppo dell'energia e di collegamenti in materia di trasporti, nonché misure volte ad affrontare sfide comuni quali il traffico di droga.",en,it
This requires the training programme to be flexible.,questo richiede che il programma di formazione sia flessibile.,pertanto il programma di formazione deve essere flessibile.,en,it
Without this a great deal can go wrong.,"senza questo, molto può andare storto.","mancando questa, molte cose possono andare male.",en,it
I am confident that the Council can heed positive efforts.,sono convinto che il council possa prendere note degli sforzi positivi.,sono certa che il consiglio non ignorerà sforzi così proficui.,en,it
"The companies are hardly likely to tell them that researchers have started asking questions about the link between exposure to pesticides and the steadily increasing incidence of certain conditions such as Parkinson's disease, Alzheimer's, prostate cancer, brain tumours and congenital deformities.","le aziende non sanno dire loro che i ricercatori hanno iniziato a fare domande sul collegamento tra l'esposizione ai pesticidi e l'incidenza costantemente crescente di alcune malattie come la malattia di parkinson, l'alzheimer, il cancro alla prostata, tumori cerebrali e deformità congenitali.","e proprio questi ultimi non riferiranno loro che gli scienziati iniziano a porsi delle domande sul legame esistente fra l'esposizione ai pesticidi e la progressione regolare di alcune malattie, fra cui il morbo di parkinson, il morbo di alzheimer, il cancro alla prostata, i tumori cerebrali e le malformazioni congenite.",en,it
"The firm stance adopted by the European Parliament on the rights of persons travelling by bus or coach means that, from now on, transport operators will provide information, assistance and compensation across the whole EU to comply with passengers' rights.","la ferma posizione del parlamento europeo sui diritti delle persone che viaggiano in autobus significa che, da ora in poi, gli operatori di trasporto forniranno informazioni, assistenza e compensazioni in tutta l'ue per rispettare i diritti dei passeggeri.","la posizione risoluta adottata dal parlamento europeo sui diritti delle persone che viaggiano in autobus o pullman significa che, da questo momento in poi, gli operatori dei trasporti forniranno informazioni, assistenza e risarcimento in tutta l'ue per conformarsi ai diritti dei passeggeri.",en,it
"Mrs Müller, we shall see what music accompanies the Council's reply!","signora müller, vedremo la musica che accompagna la risposta del consejo!","onorevole müller, sentiremo con quale musica risponderà il consiglio al suo intervento!",en,it
Now we have to recognize that the Union - I am thinking mostly of the Council even though in this respect the Irish presidency largely escapes this criticism - but in general the Union and in particular the Council have not always shown a clear willingness to defend human rights when the Union has been faced with a concrete situation.,"ora dobbiamo riconoscere che l'unione - sto pensando soprattutto al consejo anche se, a questo proposito, la presidenza irlandese in gran parte sfugge a questa critica - ma in generale l'unione e in particolare il consejo non hanno sempre mostrato una chiara volontà difendere i diritti umani quando l'unione è stata affrontata da una situazione concreta.","orbene, è giocoforza constatare che l'unione - penso soprattutto al consiglio, anche se, su questo piano, la presidenza irlandese sfugge ampiamente a questa critica - ma in modo generale, l'unione e in particolare il consiglio, non hanno ancora manifestato una volontà chiara di difendere i diritti dell'uomo quando l'unione si trova di fronte ad una situazione concreta.",en,it
We must not criminalise the captain. This is important.,non dobbiamo criminalizzare il capitano. questo è importante.,si tratta di un punto molto importante: quest'uomo si trova ancora agli arresti domiciliari e deve presentarsi ogni giorno alla polizia.,en,it
"On the other hand, the right for spouses or life partners to legally set up a company is just as vital.","d'altro canto, il diritto dei coniugi o dei partner di vivere di fondare legalmente una società è altrettanto importante.",altrettanto fondamentale è il diritto dei coniugi coadiuvanti o dei partner riconosciuti a istituire legittimamente un'azienda.,en,it
I have to deplore a few mistakes in the printing of the text.,man ir jāizsaka nožēla par dažām kļūdām teksta drukāšanā.,man ir jānorāda uz dažām kļūdām drukātajā tekstā.,en,lv
"On the labour markets, for example, activation policies can be very helpful.","piemēram, darba tirgū aktivizācijas politika var būt ļoti noderīga.","piemēram, attiecībā uz darba tirgiem aktivizēšanas politika var būt ļoti noderīga.",en,lv
Illegal phone tapping has become prosecutors' investigation method of choice.,nelikumīga telefona pieslēgšana ir kļuvusi par prokuroru izvēlēto izmeklēšanas metodi.,nelegāla pieslēgšanās telefona sarunām ir kļuvusi par prokuroru izmantoto izmeklēšanas metodi.,en,lv
The market is not working.,tirgus darbība nedarbojas.,tirgus nedarbojas.,en,lv
"Gangs of soldiers are regularly involved in attacks, robbery and rape.","vardarbnieku grupējumi regulāri tiek iesaistīti uzbrukumos, laupībās un izvarošanā.","karavīru bandas ir regulāri iesaistītas uzbrukumos, laupīšanā un izvarošanā.",en,lv
"For precisely this reason we regard as hypocritical the alleged concerns over the rise of far-right and paramilitary organisations in Europe, and we reject every attempt to equate the class struggle, the struggles of the workers' and popular movement and communist ideology with extremist ideologies, as an unacceptable attempt to instil fear in people.","tieši šī iemesla dēļ mēs uzskatām par liekulīgiem iespējamās bažas par labējo un paramilitāro organizāciju pieaugumu eiropā, un mēs noraidām ikvienu mēģinājumu līdzvērtēt šķiras cīņu, strādnieku un tautas kustības cīņu un komunistisko ideoloģiju ar ekstrēmistu ideoloģijām, kā nepieņemamu mēģinājumu radīt bailes cilvēkiem.","tieši šī iemesla dēļ mēs uzskatām, ka paustās bažas par galēji labēju un parlamentāru organizāciju pieaugumu eiropā ir liekulīgas, un mēs noraidām visus mēģinājumus pielīdzināt šķiru cīņu, strādnieku un tautas kustības cīņu un komunisma ideoloģiju ekstrēmām ideoloģijām kā nepieņemamu mēģinājumu iedzīt cilvēkiem bailes.",en,lv
I support all of this.,es atbalstu to visu.,es to visu atbalstu.,en,lv
When will people be told the truth?,kad cilvēkiem tiks pateikta patiesība?,kad cilvēkiem teiks taisnību?,en,lv
"As for the financial aspect, I called for the initial proposal to be refocused.",attiecībā uz finanšu aspektu es aicinu pārorientēt sākotnējo priekšlikumu.,"runājot par finansiālo aspektu, es tomēr aicināju pievērst lielāku vērību sākotnējam priekšlikumam.",en,lv
So we ask the Commission to send a clear message and take clear steps.,tāpēc mēs lūdzam komisiju nosūtīt skaidru vēstījumu un veikt skaidrus pasākumus.,tāpēc mēs lūdzam komisiju sūtīt baltkrievijai skaidru vēsti un spert skaidrus soļus.,en,lv
"But I do not support the use of simplified procedure in the future and I think it would be a good idea for us to have a hearing on the Slot Allocation Directive, perhaps in the autumn or winter when we come back.","tačiau nepritariu supaprastintos procedūros naudojimui ateityje ir manau, kad būtų gera mintis mums surengti klausymus dėl žaidimų automatų paskirstymo direktyvos, galbūt rudenį ar žiemą, kai grįžsime.","bet aš nepritariu, kad supaprastinta procedūra būtų taikoma ateityje ir manau, kad būtų gera mintis dėl laiko tarpsnių paskirstymo direktyvos surengti posėdį galbūt rudenį ar žiemą, kai sugrįšime atgal.",en,lt
It is indeed the case that the Council's compromise refers to potential flexibility at the level of the social partners and collective agreements.,iš tikrųjų tarybos kompromise kalbama apie galimą lankstumą socialinių partnerių ir kolektyvinių susitarimų lygmeniu.,tarybos kompromise iš tiesų kalbama apie galimą lankstumą socialinių partnerių ir kolektyvinių susitarimų lygmeniu.,en,lt
"I would like to take this opportunity to welcome the Executive Committee of the German War Graves Commission (Volksbund Deutsche Kriegsgräberfürsorge) from Baden-Württemberg under its chair, Mr Nothelfer.","norėčiau pasinaudoti šia galimybe ir pasveikinti vokietijos karo kapų komisijos (volksbund deutsche kriegsgräberfürsorge) vykdomąjį komitetą iš badeno-württembergo, kuriam pirmininkauja g. nothelfer.",norėčiau pasinaudoti šia proga ir pasveikinti vykdomojo komiteto vokietijos karių kapų priežiūros susivienijimo komisiją (vok. volksbund deutsche kriegsgräberfürsorge) iš badeno viurtembergo ir jos pirmininką n. nothelferį.,en,lt
"(RO) Prior to Romania's accession to the European Union, there were many voices in this Parliament claiming that the Roma people are discriminated against in Romania.","(ro) prieš rumunijos prisijungimą prie europos sąjungos šiame parlamente buvo daug balsų, teigiančių, kad rumunijoje romai diskriminuojami.","(ro) iki rumunijos įstojimo į europos sąjungą šiame parlamente daug kas sakė, kad rumunijoje diskriminuojami romai.",en,lt
"The steps needed to ensure safe food have much in common with the steps needed for a more efficient fight against climate change, improved development aid, the development of other commercial structures, greater transparency on the commodity markets and measures against speculation.","veiksmai, reikalingi siekiant užtikrinti saugų maistą, yra labai bendri su veiksmingesnei kovai su klimato kaita, pagerinta parama vystymuisi, kitų komercinių struktūrų plėtra, didesniu prekių rinkų skaidrumu ir kovos su spekuliacija priemonėmis.","žingsniai, kurių reikia imtis, siekiant užtikrinti saugų maistą, labai panašūs į žingsnius, kurių reikia imtis siekiant užtikrinti veiksmingesnę kovą su klimato kaita, patobulinta parama vystymuisi, kitų komercinių struktūrų plėtra, didesniu skaidrumu prekių rinkoje ir priemonėmis prieš spekuliaciją.",en,lt
"I think, at the very least, a proper time to have this discussion would be when we have the discussion on the budget for the future, meaning after 2013.","manau, kad tinkamas laikas šiai diskusijai bent jau būtų tada, kai diskutuosime apie būsimą biudžetą, t. y. po 2013 m.","mano manymu, tinkamas laikas šias diskusijas surengti ateis po diskusijų dėl ateities biudžeto, t. y. po 2013 m.",en,lt
"Documents related to decisions that have not yet been taken, or reflecting internal discussions, are not the same as other documents.","dokumentai, susiję su dar nepriimtais sprendimais ar vidaus diskusijų atspindimais, nėra tokie patys kaip kiti dokumentai.","dokumentai, susiję su dar nepriimtais sprendimais, arba atspindintys vidines diskusijas, nėra lygiaverčiai kitiems dokumentams.",en,lt
"In our other amendment, we aim to make it possible to lower the VAT rate on renovation and repair work in order to save energy.","kitame pakeitime siekiame, kad būtų galima sumažinti pvm renovacijos ir remonto darbų tarifą siekiant taupyti energiją.","kito mūsų pateikto pakeitimo tikslas - sudaryti galimybę pvm lengvatą taikyti pastatų atnaujinimo ir remonto darbams, kuriais siekiama taupyti energiją.",en,lt
"Woman is a great person in our land, and she is dignified, whether she is Jewish, Christian or Muslim, although she probably faced injustice because of men.","moterys yra puiki mūsų šalyje, ir ji yra garbinga, nesvarbu, ar ji yra žydė, krikščionė, ar musulmonė, nors ji tikriausiai susidūrė su neteisybe dėl vyrų.","moteris yra didis žmogus mūsų žemėje ir ji yra verta pagarbos, ar ji būtų žydė, krikščionar musulmonė, nors ji, galbūt, patyrneteisybę dėl vyro.",en,lt
"Mr Lamberts, I implore you to keep it brief, let us see if you can enlighten your colleague with your point of view in just thirty seconds, shall we?","gerb. lambertsai, prašau jūsų kalbėti trumpai, pažiūrėkime, ar galite per trisdešimt sekundžių paaiškinti savo kolegą savo požiūriu, ar ne?","pone ph. lambertsai, labai prašau kalbėti trumpai, pažiūrėkime, ar galėsite išsakyti kolegai savo nuomonę per trisdešimt sekundžių, bandom?",en,lt
"This was a continuous problem, raised time and again with me by my constituents.","to był nieustanny problem, który wielokrotnie pojawiał się u mnie przez moich wyborców.",to był nieustanny problem i moi wyborcy wielokrotnie się z nim do mnie zwracali.,en,pl
"This in turn requires intervention in the market and improved marketing in the sector, improving the first-sale price, increasing pay for work by fishermen, reducing the margins of middlemen and promoting fair distribution of added value throughout the value chain of this sector.","z kolei wymaga to interwencji na rynku i lepszego marketingu w tym sektorze, poprawy ceny pierwszej sprzedaży, zwiększenia wynagrodzenia za pracę rybaków, zmniejszenia marż pośredników i promowania sprawiedliwego podziału wartości dodanej w całym łańcuchu wartości tego sektora.","to z kolei wymaga interwencji na rynku i lepszego marketingu w sektorze, zwiększenia ceny pierwszej sprzedaży, wyższych wynagrodzeń za pracę dla rybaków, zmniejszenia marży pośrednika oraz propagowania uczciwego rozmieszczenia wartości dodanej w całym łańcuchu wartości w danym sektorze.",en,pl
"(DE) Mr President, ladies and gentlemen, once again this very basic question poses itself: are environmental protection, climate protection and financial and industrial policy compatible?","(de) panie przewodniczący, panie i panowie! ponownie zadaje się to bardzo podstawowe pytanie: czy ochrona środowiska, ochrona klimatu oraz polityka finansowa i przemysłowa są zgodne?","(de) panie przewodniczący, panie i panowie! jeszcze raz to podstawowe pytanie nasuwa się samo: czy polityka ochrony środowiska, ochrony klimatu oraz polityka finansowa i przemysłowa są ze sobą zgodne?",en,pl
"It is a reality that we in Ireland are not comfortable with, but we accept the right of all countries to choose their own energy mix, and the fact that our neighbours utilise nuclear power means that we cannot afford to ignore the issue.","jest to rzeczywistość, z którą w irlandii nie czujemy się komfortowo, ale akceptujemy prawo wszystkich krajów do wyboru własnego zestawu energii, a fakt, że nasi sąsiedzi korzystają z energii jądrowej oznacza, że nie możemy sobie pozwolić na ignorowanie tej kwestii.","rzeczywistością jest również to, że w irlandii akceptujemy prawo każdego kraju do własnego wyboru kombinacji źródeł energii, choć nie czujemy się z tym komfortowo, a fakt, że nasi sąsiedzi korzystają z energii jądrowej oznacza, że nie możemy tego ignorować.",en,pl
It is unacceptable that energy market inefficiencies are distorting the market to the detriment of businesses and consumers.,"nie do przyjęcia jest to, że nieefektywność rynku energii zniekształca rynek na korzyść przedsiębiorstw i konsumentów.","niedopuszczalne jest, by niewydolność rynku energetycznego powodowała zakłócenia rynku ze szkodą dla przedsiębiorstw i konsumentów.",en,pl
"If in 1970 there were approximately 200 million passengers in the EU-15, in 2000 their number reached approximately 600 million.","jeśli w 1970 roku w ue-15 było około 200 milionów pasażerów, w 2000 roku ich liczba osiągnęła około 600 milionów.","o ile w 1970 r. mieliśmy około 200 milionów pasażerów w ue-15, to w 2000 r. liczba ta osiągnęła w przybliżeniu 600 milionów.",en,pl
"'Levels of knowledge of the Treaty suggest public opinion [in Ireland] is more like Nice 1 than Nice 2' - the words of Professor Richard Sinnott, not mine.","""levels of knowledge of the treaty suggest public opinion [in ireland] is more like nice 1 than nice 2"" - słowa profesora richarda sinnota, nie mojego.","""poziomy wiedzy na temat traktatu wskazują że opinia publiczna [w irlandii] przywodzi na myśl raczej pierwsze, a nie drugie drugiego referendum w sprawie traktatu nicejskiego” - to słowa profesora richarda sinnotta, a nie moje.",en,pl
I think a referendum is the best way forward because it is the most direct form of democracy and it would bring Europe closer to its citizens and their freedom of choice.,"uważam, że referendum jest najlepszym sposobem na postęp, ponieważ jest to najbardziej bezpośrednia forma demokracji i przybliżyłaby europę do swoich obywateli i ich wolności wyboru.","uważam, że najlepszym wyjściem jest referendum, ponieważ stanowi najbardziej bezpośrednią formę demokracji i zbliży europę do swoich obywateli, dając im wolność wyboru.",en,pl
"The Penal Code: Article 301 has already been mentioned, that is quite clear.","kodeks karny: artykuł 301 został już wspomniany, to dość jasne.",jedną z nich jest kodeks karny: wspomniano już o artykule 301 i w tym względzie nie ma żadnych wątpliwości.,en,pl
"I would like to say to all new Members of the European Parliament that the Minister is a former Member of this House, and so is one of us.","chciałbym powiedzieć wszystkim nowym posłom do parlamentu europejskiego, że minister jest byłym posłem do tej izby, a także jednym z nas.","wszystkim nowym członkom parlamentu europejskiego chciałem powiedzieć, że pani minister to jest była członkini parlamentu europejskiego, czyli jedna z naszych koleżanek na tej sali.",en,pl
We have had a one-sided debate here about the Constitution.,temos tido um debate unilateral sobre a constitução.,"assistimos, aqui, a um debate parcial sobre a constituição.",en,pt
"I am, of course, happy and proud, but setting myself aside I should like to say to the other women Members of the European Parliament that my promotion is also theirs.","eu, claro, sou feliz e orgulhosa, mas, para me deixar de lado, gostaria de dizer às outras mulheres diputados ao parlamento europeo que a minha promoción é também a deles.","é certo que me sinto feliz e orgulhosa, mas, ultrapassando qualquer consideração a título pessoal, queria afirmar às nossas colegas mulheres do parlamento que esta promoção é também a sua.",en,pt
"It must be made very clear to the public that Parliament's power to put forward amendments is limited only by the Treaty itself. And even the Treaty is an open one, since it includes an open-ended article - Article 235 - which allows the Council to extend its powers should that prove necessary, when requested by the Commission and supported by Parliament.","é preciso tornar muito claro para o público que o poder do parlamento de avançar com alterações é limitado apenas pelo próprio tratado, e mesmo o tratado é um tratado aberto, porque include um artículo sem fim - o artículo 235 - que permite que o consejo prolonge os seus poderes, se isso for necessário, quando a comisión o faça e que o parlamento o apoie.","ora, a competência deste parlamento para apresentar alterações - e há que dizê-lo muito claramente à opinião pública - só é limitada pelo próprio tratado e, inclusivamente, este tratado é um acto aberto, uma vez que contém um «artigo janela» - o artigo 235º - que permite ao conselho ampliar as competências na medida do necessário, a pedido da comissão e com o apoio do parlamento.",en,pt
"No viable internal market for electricity has been established. It is paradoxical that the more our networks are connected, the more vulnerable we are to power cuts.","não se tem estabelecedo um mercado interno viável para a electricidade, e é paradoxal que quanto mais as nossas redes estão ligadas, mais vulneráveis somos para as reduções de energia.","não foi criado um mercado interno viável da electricidade e é paradoxal constatar que, quanto mais as nossas redes estão interligadas, mais vulneráveis ficamos aos cortes de energia.",en,pt
All the European institutions that depend on the European Union budget have to be thoroughly audited by the Court of Auditors and by all entities with that function.,todas as instituições europeias que dependem do orçamento da união europeia têm de ser rigorosamente auditadas pela corte de cuentas e por todas as entidades com essa função.,"por escrito. - todas as instituições europeias que dependem do orçamento da união europeia têm de ser fiscalizadas, de forma rigorosa, pelo tribunal de contas e por todas as entidades com essa função.",en,pt
I regard the production of electricity or district heating from biomass as a most important contribution to the development of sustainable energy supplies in the EU countries.,eu considero a produção de eletricidade ou a aquecimento ao redor da biomasa como uma contribuição mais importante para o desenvolvimento de fontes de energia sustentável nos países da ue.,considero que a produção de electricidade ou mesmo de calor à distância a partir da biomassa é um contributo muito importante para o desenvolvimento de um aprovisionamento energético sustentável nos países da união.,en,pt
"But we have the impression that this growth, sustained firstly by the performance of the United States, and then by the productivity gains of the new economy, by the new information and communication technologies, is driven by the general world situation, even despite our handicaps.","mas temos a impressão de que este crescimento, sustentado primeiro pela performance dos estados unidos, e depois pelos ganhos de produtividade da nova economia, pelas novas tecnologias da informação e da comunicação, é movido pela situação mundial em geral, mesmo apesar dos nossos desvantagens.","mas fica a impressão de que este crescimento, alimentado em primeiro lugar pelos desempenhos dos estados unidos, em seguida pelos ganhos de produtividade da nova economia e pelas novas tecnologias da informação e da comunicação, é estimulado pela marcha geral do mundo, apesar das nossas deficiências.",en,pt
My last point concerns budget assistance.,o meu último ponto é sobre a ajuda presupuestaria.,o meu último comentário tem a ver com a assistência orçamental.,en,pt
"The principle and approach is often referred to at national, European and global level when questions related to human health and the environment are discussed.","o princípio e a abordagem são frequentemente referidos a um nível nacional, europeu e global quando se discutem questões relacionadas com a saúde humana e o ambiente.","o princípio e a abordagem da precaução são referidos com frequência a nível nacional, europeu e global, quando se discutem questões relacionadas com a saúde humana e o ambiente.",en,pt
Our Presidency supports constructive cooperation with the European Parliament based on trust.,a nossa presidencia apoia uma cooperação construtiva com o parlamento europeo baseada na confiança.,a nossa presidência aposta numa cooperação construtiva e baseada na confiança com o parlamento europeu.,en,pt
It will not be sacrificed in discussions on the future common agricultural policy budget.,nu va fi sacrificat în discuţiile privind viitorul buget al politicii agricole comune.,acesta nu va fi sacrificat în discuțiile privind bugetul viitoarei politici agricole comune.,en,ro
