Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,ro,"In the course of our debate, we focused on certain parts of the world, but in the course of further speeches, honourable Members have raised a whole range of different issues which we still must continue to deal with.","în cursul dezbaterii noastre, ne-am concentrat pe anumite părți ale lumii, dar în cursul discursurilor ulterioare, membrii onorari au ridicat o întreagă gamă de probleme diferite cu care trebuie să continuăm să abordăm.","pe parcursul dezbaterii noastre, ne-am concentrat pe diferite părți ale lumii, dar în discursurile adiționale, onorabilii deputați au ridicat o serie întreagă de probleme diferite pe care trebuie să continuăm să le rezolvăm."
alirezamsh/small100,ro,"draftsman of the opinion of the Committee on the Internal Market and Consumer Protection. - (ES) Madam President, firstly I would like to thank the rapporteur, Mrs Herczog, for her report and her cooperation with the draftsmen of the opinions of the other committees.","- (es) doamna președinte, mai întâi aș dori să mulțumesc raportoarei, doamna herczog, pentru raportul și cooperarea ei cu proiectatorii avizelor celorlalte comisii.","raportor pentru avizul comisiei pentru piaţa internă şi protecţia consumatorilor - (es) doamnă preşedintă, aş dori mai întâi să mulţumesc raportorului, doamna herczog, pentru raportul domniei sale şi pentru cooperarea cu raportorii pentru aviz ai celorlalte comisii."
alirezamsh/small100,ro,We should let them come to Europe!,trebuie să le lăsați să vină în europa!,ar trebui să-i lăsăm să vină în europa!
alirezamsh/small100,ro,"I think we also need to take on board that they come with their own culture, tradition and languages.","cred că trebuie, de asemenea, să luăm la bord faptul că ei vin cu propria lor cultură, tradiție și limbi.","cred că trebuie să avem în vedere şi faptul că sosesc cu propria lor cultură, propria lor tradiţie şi propria limbă."
alirezamsh/small100,ro,But we could never get back what we lost in the crisis.,nu am reuşit niciodată să recuperăm ceea ce am pierdut în criză.,dar nu vom putea recupera niciodată ceea ce am pierdut în timpul crizei.
alirezamsh/small100,ro,You even have the support of the Irish members of the Group of the European People's Party (Christian Democrats).,aveți chiar sprijinul membrilor irlandezi ai grupului partidului poporului european (democrații creștini).,aveți până și susținerea deputaților irlandezi din grupul partidului popular european (creștin democrat).
alirezamsh/small100,ro,"The EU can, and must, use numerous tools to deter such actions, such as asset freezes, travel bans, etc. The EU must review its policies towards those countries and make full and effective use of the existing support given through the European Neighbourhood and Partnership Instrument, the European Instrument for Democracy and Human Rights and the Instrument for Stability, in order to urgently assist the countries and civil societies in the Middle East and in the Gulf in their transition towards democracy and respect for human rights.","ue poate și trebuie să utilizeze numeroase instrumente pentru a opri astfel de acțiuni, cum ar fi înghețarea activelor, interdicția de călătorie etc. ue trebuie să își revizuiască politicile față de aceste țări și să utilizeze pe deplin și eficient sprijinul existent oferit prin instrumentul european de vecinătate și parteneriat, instrumentul european pentru democrație și drepturile omului și instrumentul de stabilitate, pentru a asista urgent țările și societățile civile din orientul mijlociu și golf în tranziția lor către democrație și respectarea drepturilor omului.","ue poate și trebuie să utilizeze numeroase instrumente pentru a descuraja astfel de acțiuni, cum ar fi înghețarea activelor, interdicțiile de a călători peste hotare etc. ue trebuie să își revizuiască politicile față de aceste țări și să utilizeze pe deplin și eficient sprijinul existent acordat prin intermediul instrumentului european de vecinătate și parteneriat, instrumentul european pentru democrație și drepturile omului și instrumentul pentru stabilitate, pentru a ajuta în regim de urgență țările și societățile civile din orientul mijlociu și din golf în tranziția lor spre democrație și respectarea drepturilor omului."
alirezamsh/small100,ro,"Madam President, I believe this has been a very important debate: a debate on an issue that is at the heart of European concerns at the moment - the Greece issue - but, beyond that, on the economic situation of the European Union as a whole, a debate at which, by the way Mr Audy, the Presidency of the Council has been present, as agreed in Parliament: I represent the Presidency of the Council here.","doamna președinte, cred că aceasta a fost o dezbatere foarte importantă: o dezbatere pe o chestiune care este în centrul preocupărilor europene în acest moment - chestiunea greciei - dar, mai mult decât atât, despre situația economică a uniunii europene în ansamblu, o dezbatere în care, prin mijlocul lui audy, președinția consiliului a fost prezentă, așa cum a fost convenită în parlament: reprezent aici președinția consiliului.","dnă preşedintă, consider că aceasta a fost o dezbatere foarte importantă: o dezbatere asupra unei probleme aflate în centrul preocupărilor europene din prezent - problema greciei - dar, dincolo de acest lucru, o dezbatere asupra situaţiei economice a uniunii europene în ansamblu, o dezbatere la care, apropo, dle audy, preşedinţia consiliului a fost prezentă, aşa cum s-a stabilit, în parlament: reprezint preşedinţia consiliului aici."
alirezamsh/small100,ro,Even the Mexican national human rights commission has repeatedly documented the increase in violent crime by the military.,chiar și comisia națională mexicană a drepturilor omului a documentat în repetate rânduri creșterea criminalității violente de către armata.,chiar şi comisia naţională pentru drepturile omului a luat act în repetate rânduri de intensificarea crimelor violente comise de armată.
alirezamsh/small100,ro,"Unfortunately, these oppressed people look to the billionaire and former Prime Minister, Thaksin Shinawatra, for a solution.","din păcate, acești oameni opresiți caută miliardarul și fostul premier, thaksin shinawatra, pentru o soluție.","din păcate, aceste persoane persecutate au apelat la fostul prim-ministru miliardar, thaksin shinawatra, în speranța unei soluții."
alirezamsh/small100,ro,Do you believe that the said programme can be extended?,crezi ca acest program poate fi extins?,credeţi că respectivul program poate fi prelungit?
alirezamsh/small100,ro,"In fact, this is something worthy of an E (European) designation: European Electric.","de fapt, aceasta este ceva demn de o denumire e (european): european electric.","de fapt, acest proiect merită o denumire de tipul e (european): european electric."
alirezamsh/small100,ro,"What is more, with these actions, it should be possible to convey a message of peace that promotes democratic values.","mai mult, cu aceste acțiuni, ar trebui să fie posibilă transmiterea unui mesaj de pace care promovează valorile democratice.","mai mult, cu aceste acţiuni, ar trebui să fie posibilă transmiterea unui mesaj de pace, care promovează valorile democratice."
alirezamsh/small100,ro,"The interpretation told us it was 44, and yet you are announcing that 45 has been accepted.",interpretarea ne-a spus că a fost 44 și totuși anunțați că 45 au fost acceptate.,"interpreții ne-au spus că este vorba de alineatul (44), însă ați anunțat că alineatul (45) a fost acceptat."
alirezamsh/small100,ro,"Concerning the Saudi invasion in Bahrain, I would like to underline the fact that the six Gulf Cooperation Council states have a collective security agreement amongst themselves.","în ceea ce privește invazia saudită în bahrain, vreau să subliniez faptul că cele șase state ale consiliului de cooperare din golf au un acord colectiv de securitate între ei.","în ceea ce privește invazia arabiei in bahrain, aș dori să subliniez faptul că cele șase state ale consiliului de cooperare al golfului au un acord de securitate colectivă între ele."
alirezamsh/small100,ro,"We all know that seals are often killed under conditions in which the animals, which are mammals and capable of sensation, experience terrible pain and suffering.","știm cu toții că sigiliile sunt adesea uciși în condiții în care animalele, care sunt mamifere și capabile de senzație, experimentează dureri și suferințe teribile.","ştim cu toţii că focile sunt adesea omorâte în condiţii în care aceste animale, care sunt mamifere şi deci capabile de senzaţie, trec prin dureri şi suferinţe teribile."
alirezamsh/small100,ro,"One important aspect is the digitisation of cultural productions, along with the need to create a proper single market for online content and services which will generate additional jobs.","un aspect important este digitalizarea produselor culturale, împreună cu nevoia de a crea o piață unică adecvată pentru conținut și servicii online, care va genera locuri de muncă suplimentare.","un aspect important este acela al digitalizării producțiilor culturale, concomitent cu nevoia de a crea o veritabilă piață unică a conținuturilor și serviciilor online, care să genereze locuri de muncă suplimentare."
alirezamsh/small100,ro,The only thing that pains me is that this discussion took place at such a late hour.,singurul lucru care mă doare este că această discuție a avut loc la o oră atât de târziu.,singurul lucru care mă deranjează este că această discuție a avut loc la această oră târzie.
alirezamsh/small100,ro,"on behalf of the S&D Group. - Mr President, as the previous speaker said, and as the Commissioner said, this is a deeply complex problem, so the oral question that we pose today is a bid from our group, certainly, and I am sure from all the groups, to renew and refresh the debate on the Roma issue.","în numele grupului s&d. - domnule președinte, așa cum a spus precedentul vorbitor și așa cum a spus comisarul, aceasta este o problemă profund complexă, deci întrebarea orală pe care o punem astăzi este o ofertă din partea grupului nostru, mai ales și sunt sigură din partea tuturor grupurilor, să reînnoiască și să reînnoiască dezbaterea cu privire la problema romilor.","în numele grupului s&d. - dle preşedinte, după cum a spus antevorbitorul meu şi după cum a spus comisarul, aceasta este o problemă foarte complexă, astfel încât întrebarea cu solicitare de răspuns oral adresată astăzi constituie o încercare din partea grupului nostru, şi sunt sigur din partea tuturor celorlalte grupuri, de a reînnoi şi reîmprospăta dezbaterea problemei romilor."
alirezamsh/small100,sk,"It needs hope for a better future, which means accession to the EU one day.","potrebuje nádej na lepšiu budúcnosť, čo znamená, že jedného dňa vstúpi do eú.","potrebuje nádej na lepšiu budúcnosť, čo znamená budúce pristúpenie k eú."
alirezamsh/small100,sk,"I feel that we are seriously compromising children and their ability to learn when we allow cocktails of colourings, preservatives and additives into their food.","mám pocit, že vážne ohrozujeme deti a ich schopnosť učiť sa, keď dovolíme koktejly farbivých látok, konzervačných látok a prísad do ich potravín.","domnievam sa, že urobíme vážny ústupok voči deťom a ich schopnosti učiť sa, ak povolíme zmes farbív, konzervačných prísad a prídavných látok v ich potravinách."
alirezamsh/small100,sk,"Personally, I will defend this approach at the November Development Affairs Council, and the global financial crisis will be at the centre of my political concerns during the weeks ahead.",osobne obhajujem tento prístup na novembrovskej rade pre rozvoj a globálna finančná kríza bude v priebehu nasledujúcich týždňov v centre mojich politických obáv.,ja osobne tento prístup podporím na novembrovom zasadnutí výboru pre rozvoj a globálna finančná kríza bude v najbližších týždňoch stredobodom mojich politických záujmov.
alirezamsh/small100,sk,I therefore fully support the demands made by the Socialist Group in the European Parliament in its question.,preto plne podporujem požiadavky socialistické skupiny v európskom parlamente v tejto otázke.,"preto plne podporujem požiadavky, ktoré kladie socialistická skupina v európskom parlamente v súvislosti s touto otázkou."
alirezamsh/small100,sk,It is wrong for important matters such as combating poverty and social exclusion not to be discussed openly here.,"je nesprávne o dôležitých záležitostiach, ako je boj proti chudobe a sociálnemu vylúčeniu, aby sa tu otvorene diskutovali.","nie je správne, že také dôležité problémy, ako boj proti chudobe a sociálne vyčlenenie, tu nemôžeme otvorene prediskutovať."
alirezamsh/small100,sk,"Anti-competitive practices have been discovered in the dairy sector in the United Kingdom and in Greece, and fines have been imposed on firms involved in those anti-competitive practices.",v odvetví mlieka v spojenom kráľovstve a grécku boli objavené antikonkurenčné postupy a pokuty boli uložené spoločnostiam zapojeným do týchto antikonkurenčných postupov.,v sektore mlieka v spojenom kráľovstve a grécku boli odhalené praktiky v rozpore s hospodárskou súťažou a zainteresovaným firmám boli za to udelené pokuty.
alirezamsh/small100,sk,"For the time being, the CAP does not address environmental issues in a consistent manner.",v súčasnosti sa spp nevyjadruje konzistentne otázky životného prostredia.,spp zatiaľ nerieši otázky životného prostredia konzistentným spôsobom.
alirezamsh/small100,sk,"Therefore, I suggest that the Commission consider not only those people at risk of losing their jobs, but also those who are finding it difficult to enter or return to the labour market.","preto navrhujem, aby komisia zvážila nielen tých ľudí, ktorí sú v ohrození straty zamestnania, ale aj tých, ktorí majú ťažké vstup alebo návrat na trh práce.","navrhujem preto, aby komisia zohľadnila nielen ľudí, ktorým hrozí riziko straty zamestnania, ale aj tých, ktorí majú problémy so vstupom alebo návratom na pracovný trh."
alirezamsh/small100,sk,These would be ways of bringing in revenue to combat poverty and other persistent economic and social problems.,"boli by to spôsoby, ako priniesť príjmy na boj proti chudobe a iným trvalým hospodárskym a sociálnym problémom.",týmito spôsobmi by sa dali získať prostriedky na boj proti chudobe a ostatným pretrvávajúcim hospodárskym a sociálnym problémom.
alirezamsh/small100,sk,Where were you before?,kde si bol predtým?,kde ste boli tak dlho?
alirezamsh/small100,sk,"The negotiators of the deposed President Zelaya did not establish, however, who should head the government of unity.","vyjednávači odvolaného prezidenta zelaya však neurčili, kto by mal viesť vládu jednoty.","predstavitelia rokujúci v mene zvrhnutého prezidenta zelayu však nestanovili, kto má stáť na čele vlády jednoty."
alirezamsh/small100,sk,"That is why the G20 in Pittsburgh is so important, though the European Union itself should, of course, take vigorous action.","to je dôvod, prečo je g20 v pittsburgh tak dôležitá, aj keď by mala európska únia samozrejme prijať silné kroky.","práve preto je samit g20 v pittsburghu taký dôležitý, hoci aj európska únia samotná by mala, samozrejme, prijať dôrazné opatrenia."
alirezamsh/small100,sk,"As shadow rapporteur for the Committee on Culture and Education, I welcome the compromise that has been forged, especially the reduction of the minimum number of countries needed to register an initiative to one quarter of the Member States, and the fact that the European Parliament will play an active role in the public hearing of successful initiative proposals.","ako tieňová spravodajca výboru pre kultúru a vzdelávanie víta kompromis, ktorý bol zavedený, najmä zníženie minimálneho počtu krajín potrebných na zaregistrovanie iniciatívy na jednu štvrtinu členských štátov, a skutočnosť, že európsky parlament bude aktívne zohrávať úlohu pri verejnom vypočutí úspešných návrhov iniciatív.","ako tieňová spravodajkyňa výboru pre kultúru a vzdelávanie vítam prijatý kompromis, najmä zníženie minimálneho počtu krajín potrebného na registráciu iniciatívy na jednu štvrtinu členských štátov, a skutočnosť, že európsky parlament bude zohrávať aktívnu úlohu vo verejnom vypočutí úspešných návrhov iniciatív."
alirezamsh/small100,sk,They should not be allowed to get away with murder.,nemali by sa im povoliť utiecť s vraždou.,"nemali by sme dovoliť, aby im prešla vražda."
alirezamsh/small100,sk,"Last but not least, investments relating to energy efficiency do not figure on the list of the investments receiving financing.","v neposlednom rade, investície súvisiace s energetickou účinnosťou nie sú zahrnuté do zoznamu investícií, ktoré prijímajú financovanie.","v neposlednom rade, investície týkajúce sa energetickej účinnosti sa nenachádzajú na zozname financovaných investícií."
alirezamsh/small100,sk,"Madam President, SIS II is a tale of attempts, failures and new attempts that has gone on for years.","sis ii je príbeh pokusov, zlyhaní a nových pokusov, ktoré prebiehajú už roky.","vážená pani predsedajúca, sis ii je príbeh plný pokusov, neúspechov a nových pokusov, ktorý trvá roky."
alirezamsh/small100,sk,"More and more Indians are asking for that, shocked after the terrible reaction of the regime to the effects of the cyclone.","čoraz viac indiánov to žiada, šokovaný po strašnej reakcii režimu na účinky cyklónu.","žiada o to stále viac a viac indických občanov, ktorí sú šokovaní neospravedlniteľnou reakciou režimu na škody spôsobené cyklónom."
alirezamsh/small100,sk,"Madam President, when we heard the recording from Mr Fariñas from Cuba this morning, I was impressed by the fact that he identified himself and his colleagues as a 'non-violent' opposition to the Cuban regime.","pane prezidenta, keď sme dnes ráno počuli nahrávku od pána fariñas z kube, bol som prekvapený tým, že sám a jeho kolegovia identifikoval ako „ne násilnú“ opozíciu kubánskemu režimu.","vážená pani predsedajúca, keď sme dnes ráno počuli nahrávku od pána fariñasa z kuby, zapôsobila na mňa skutočnosť, že seba a svojich kolegov označil za ""nenásilnú"" opozíciu kubánskeho režimu."
alirezamsh/small100,sk,I would like to make several remarks on the European Security Strategy and the Common Security and Defence Policy.,chcel by som urobiť niekoľko pripomienok k európskej bezpečnostnej stratégii a spoločnej bezpečnostnej a obrannej politike.,chcem vyjadriť niekoľko pripomienok k európskej bezpečnostnej stratégii a spoločnej bezpečnostnej a obrannej politike.
alirezamsh/small100,sk,"As the Chairman of the Committee on the Environment, Public Health and Food Safety, I would like to commend the Portuguese Presidency for having set as one of the main goals of its programme the issue of desertification and water shortage.","ako predseda výboru pre životné prostredie, verejné zdravie a bezpečnosť potravín chcel by som pochváliť portugalské predsedníctvo za to, že jeden z hlavných cieľov svojho programu stanovil otázku púšťovania a nedostatku vody.","na začiatok mi dovoľte, aby som ako predseda výboru pre životné prostredie privítal skutočnosť, že portugalské predsedníctvo si problém dezertifikácie a problém nedostatku vody vytýčilo ako jeden z hlavných cieľov svojho programu a svojho predsedníctva."
alirezamsh/small100,sl,"Given that the creation of a civil defence force would be of particular assistance in supporting Member States' national authorities responsible for civil protection, what are the Council's views on the creation of a civil defence force?","glede na to, da bi bila ustanovitev civilne obrambne sile iz posebne pomoči pri podpori nacionalnim organom držav članic, odgovornim za civilno zaščito, kakšna je stališča sveta o ustanovitvi civilne obrambne sile?","glede na to, da naj bi ustanovitev sile za civilno zaščito zlasti pripomogla k podpiranju nacionalnih organov držav članic, pristojnih za civilno zaščito, kakšna so stališča sveta o ustanovitvi sil za civilno zaščito?"
alirezamsh/small100,sl,"(RO) Mr President, creating a European identity and increasing the level of interest in the EU are major challenges.","(ro) gospod predsednik, ustvarjanje evropske identitete in povečanje zanimanja za eu so glavni izzivi.","(ro) gospod predsednik, oblikovanje evropske identitete in povečanje ravni zanimanja za eu sta pomembna izziva."
alirezamsh/small100,sl,Some butchers' shops have ceased trading.,nekatere trgovine so prenehali trgovati.,nekatere klavnice so prenehale trgovati.
alirezamsh/small100,sl,"I agree with you, Mr Catania, on the need to improve our work with border officials, to train them and make them aware of asylum issues.","strinjam se z vami, gospod catania, o potrebi po izboljšanju našega dela z mejnimi uradniki, usposabljanju in obveščanju o vprašanjih azila.","strinjam se z vami, gospod catania, o potrebi po izboljšanju našega dela z mejnimi uslužbenci, za njihovo usposabljanje in ozaveščanje o azilnih vprašanjih."
alirezamsh/small100,sl,Investment by the major capitalist multinational companies and banks in solving the problems caused by the crisis is minimal.,"naložbe velikih kapitalističnih multinacionalnih podjetij in bank v reševanje problemov, ki jih povzroča kriza, so minimalne.","vlaganja velikih kapitalističnih večnacionalnih družb in bank v reševanje težav, ki jih je povzročila kriza, so minimalna."
alirezamsh/small100,sl,"Further large-scale exploitation of tropical and other particularly species-rich forests with a high carbon storage capacity is irresponsible and may lead to further deforestation and forest degradation, with devastating consequences for the environment worldwide.","nadaljnja obsežna izkoriščanja tropskih in drugih gozdov z visoko zmogljivostjo shranjevanja ogljika je neodgovorna in lahko privede do nadaljnjega gozdarjenja in degradacije gozdov, kar ima uničujoče posledice za okolje po vsem svetu.","nadaljnje obsežno izkoriščanje tropskih in drugih gozdov, ki so še posebej bogati z vrstami in ki imajo visoko zmogljivost shranjevanja ogljika, je neodgovorno dejanje, ki lahko pripelje do nadaljnjega krčenja in uničevanja gozdov, kar bi lahko imelo uničujoče posledice za okolje po vsem svetu."
alirezamsh/small100,sl,"Mr President, I would like to make sure I have understood you correctly.","gospod predsednik, želim se prepričati, da sem vas pravilno razumel.","gospod predsednik, rad bi se prepričal, da sem vas pravilno razumel."
alirezamsh/small100,sl,"We seek far-reaching liberalisation in trade in goods and services, as well as in investment.",iščemo daleč liberalizacijo v trgovini z blago in storitvami ter v naložbami.,"prizadevamo si za daljnosežno liberalizacijo trgovine z blagom in storitvami, ter tudi vlaganj."
alirezamsh/small100,sl,"These funds can, however, bring threats along with them too.",vendar pa lahko s temi sredstvi prinesejo tudi grožnje.,seveda lahko ti skladi prinašajo tudi grožnje.
alirezamsh/small100,sl,"241 locations in Romania, with a total population of 1.6 million inhabitants, suffered directly as a result of the disaster, which partially or totally destroyed houses and crops.","241 lokacije v romuniji, s skupno populacijo 1,6 milijona prebivalcev, je neposredno trpelo zaradi katastrofe, ki je delno ali popolnoma uničila hiše in pridelke.","kot posledica nesreče, ki je delno ali docela uničila hiše in pridelke, je bilo neposredno prizadetih 241 okrajev z 1,6 milijonov prebivalcev"
alirezamsh/small100,sl,"In conclusion, in whatever forum these issues are discussed, be it NATO or be it the OSCE, I think it would be important that decisions on the future of the European security architecture should also involve the European Union.","na koncu, ne glede na to, ali gre za nato ali obse, mislim, da bi bilo pomembno, da bi odločitve o prihodnosti evropske varnostne arhitekture vključevale tudi evropska unija.","če sklenemo, ne glede na to, v katerem forumu se ta vprašanja obravnavajo, v natu ali ovse, menim, da je pomembno, da sklepi o prihodnosti evropske varnostne strukture vključujejo tudi evropsko unijo."
alirezamsh/small100,sl,Written statements (Rule 142),pisne izjave (pravilo 142),pisna izjava (člen 142)
alirezamsh/small100,sl,"I wish to add that, as a number of speakers said, air transport is developing at a rapid pace, and even though in certain cases high-speed rail transport may take up part of the market share, air transport is a means of travel that will continue to evolve in years to come: I think that this is certainly the case.","želim dodati, da se, kot so rekli številni govorniki, zračni prevoz razvija v hitrem tempu, in čeprav lahko v nekaterih primerih železniški prevoz visoke hitrosti prevzame del tržnega deleža, je zračni prevoz sredstvo potovanja, ki se bo še naprej razvijalo v prihodnjih letih: mislim, da je to zagotovo tako.","kot je povedalo veliko govornikov, se zračni prevoz hitro razvija, in čeprav železniško omrežje za visoke hitrosti prevzema del tržnega deleža, je zračni prevoz sredstvo prevoza, ki se bo v naslednjih letih še razvijalo. s tem se popolnoma strinjam."
alirezamsh/small100,sl,It is by no means a guarantee against animals bringing diseases across borders.,"to ni garancija za živali, ki prenašajo bolezni čez meje.","nikakor ne predstavlja jamstva, da se bolezen z živalmi ne prinese prek meja."
alirezamsh/small100,sl,It lays down substantive provisions imposing obligations on data controllers and recognising the rights of individuals.,"v njej določa bistvene določbe, ki veljajo obveznosti za upravljavce podatkov in priznavajo pravice posameznikov.","določa bistvene določbe, ki upravljavcem podatkov nalagajo obveznost in priznavajo pravice posameznikov."
alirezamsh/small100,sl,"In addition, we must ensure that the sanctions we impose are in proportion to the breach of regulations.","poleg tega moramo zagotoviti, da so sankcije, ki jih naložimo, sorazmerne s kršitvijo predpisov.","poleg tega moramo zagotoviti, da so kazni, ki jih naložimo, v sorazmerju s kršitvijo predpisov."
alirezamsh/small100,sl,Korea has shown a willingness and an ability to negotiate a far-reaching and comprehensive bilateral trade agreement.,koreja je pokazala pripravljenost in sposobnost pogajanja o dosegljivem in celovitem dvostranskem trgovinskem sporazumu.,koreja je pripravljena in sposobna doseči daljnosežen in splošen dvostranski sporazum o trgovini.
alirezamsh/small100,sl,"Secondly, in most Member States of the European Union, these low-cost airlines make the service of judicial documents impossible so that consumer protection is greatly hampered, exactly where consumers actually want to defend themselves legally.","drugič, v večini držav članic evropske unije te nizkocenske letalske družbe onemogočajo uporabo sodnih dokumentov, tako da je varstvo potrošnikov močno ovira, ravno tam, kjer se potrošniki dejansko želijo zakonito braniti.","drugič, v večini držav članic evropske unije te nizkocenovne letalske družbe onemogočajo vročanje sodnih dokumentov, zato je varstvo potrošnikov precej ovirano, točno tam, kjer se potrošniki dejansko želijo pravno zaščititi."
alirezamsh/small100,sl,This will have even less of an impact on all 27 European Union Member States.,to bo še manj vplivalo na vse 27 držav članic evropske unije.,imelo bo še manjši vpliv na vseh 27 držav članic evropske unije.
alirezamsh/small100,sl,We would have had to deal with speculation and competitive devaluation among more than 20 national currencies.,morali bi se ukvarjati s špekulacijo in konkurenčno devalvacijo med več kot 20 nacionalnih valut.,ukvarjati bi se morali s špekulacijami in konkurenčno devalvacijo med več kot 20 nacionalnimi valutami.
alirezamsh/small100,es,That is what I wanted to say in conclusion.,eso es lo que quería decir en conclusión.,esto es lo que deseaba declarar a modo de conclusión.
alirezamsh/small100,es,End of quote.,fin de la cita.,fin de la cita.
alirezamsh/small100,es,Young people are unquestionably a key resource in whom we must invest in order to revitalise the European Union economy as a whole.,"los jóvenes son, sin duda, un recurso clave en el que debemos invertir para revitalizar la economía de la unión europea en su conjunto.","la juventud es, sin lugar a duda, un recurso clave en el que debemos invertir para poder revitalizar la economía de la totalidad de la unión europea."
alirezamsh/small100,es,"Our involvement in that would not serve the interests of the European powers; on the contrary, it would expose our peoples to the effects of terrible divisions in our common maritime region.","nuestra participación en eso no serviría a los intereses de las potencias europeas; al contrario, exponería a nuestros pueblos a los efectos de las terribles divisiones en nuestra región marítima común.","si hacemos esto, no serviremos a los intereses de las potencias europeas, sino que expondremos a nuestros pueblos a los efectos de terribles divisiones en nuestra región marítima común."
alirezamsh/small100,es,"the oral question by Mrs Lepage, Mrs Wallis and Mrs Ries, on behalf of the ALDE Group, to the Commission on the revision of the framework for Commission expert groups and balanced representation and transparency (B7-0014/2011)","pregunta oral de la señora lepage, la señora wallis y la señora ries, en nombre del grupo alde, a la comisión sobre la revisión del marco para los grupos de expertos de la comisión y la representación equilibrada y transparencia (b7-0014/2011)","la pregunta oral a la comisión sobre la revisión del marco relativo a los grupos de expertos de la comisión, transparencia y composición equilibradas, de corinne lepage, diana wallis y frédérique ries, en nombre del grupo alde - b7-0014/2011)."
alirezamsh/small100,es,TOPICAL AND URGENT DEBATE,debate temático y urgente,debate de actualidad y urgencia
alirezamsh/small100,es,"I should like to ask the House to accept these proposed amendments, because what we are trying to do here is to give the Member States more responsibility.","debería pedir a la cámara que acepte estas enmiendas propuestas, porque lo que estamos tratando de hacer aquí es dar a los estados miembros una mayor responsabilidad.",ruego a todas y todos los colegas que las aprueben. pues aquí también se trata de que los estados miembros tomen sobre sus hombros una mayor responsabilidad.
alirezamsh/small100,es,"After all, that is what we are expecting from the applicant countries.","después de todo, eso es lo que esperamos de los países solicitantes.",lo esperamos de los estados candidatos.
alirezamsh/small100,es,"After some heated discussions in the Committee on Culture on the distinction between secularism and secularity, our colleague did claim to respect secularity.","después de algunas discusiones calientes en el comité de cultura sobre la distinción entre la secularidad y la secularidad, nuestro colega reclamó respetar la secularidad.",nuestro colega declara -tras ásperas discusiones en el seno de la comisión de cultura para establecer una distinción entre laicismo y laicidad- respetar la laicidad.
alirezamsh/small100,es,"I would like to ask if you are aware that a large majority of this House has repeatedly declared itself to be in favour of protecting the interests of small producers within the Community, in the West Indies and in other developing countries, against the multinationals' attempts to dominate the world banana market.","me gustaría preguntar si ustedes están conscientes de que una gran mayoría de esta cámara se ha declarado repetidamente a favor de proteger los intereses de los pequeños productores dentro de la comunidad, en las indias occidentales y en otros países en desarrollo, contra los intentos de multinacionales de dominar el mercado mundial de plátanos.","yo quisiera preguntarle si es consciente de que este parlamento se ha pronunciado reiteradamente, por grandes mayorías, en favor de la protección de los intereses de los pequeños productores comunitarios y de los pequeños productores de los países antillanos y de otros países en desarrollo frente a la pretensión de las multinacionales de dominar el mercado mundial del plátano."
alirezamsh/small100,es,What will be the orientation of the Central Bank's monetary policy?,¿cuál será la orientación de la política monetaria del banco central?,¿cuál será la orientación de la política monetaria del banco central?
alirezamsh/small100,es,"The issue here is not only making the common market work perfectly, but also the right of the citizen to strike, which is held as sacred in my country, Finland.","el problema aquí es no sólo hacer que el mercado común funcione perfectamente, sino también el derecho del ciudadano a huelga, que se mantiene como sagrado en mi país, finlandia.","no se trata únicamente de introducir mejoras en las actividades del mercado único, sino también de garantizar un derecho de los ciudadanos que se considera sagrado en mi país, el derecho a la huelga."
alirezamsh/small100,es,"   Mr President, ladies and gentlemen, we are spectators of the Bolkestein masked ball, which has returned here to the European Parliament.","señor presidente, señoras y señores, somos espectadores de la bola mascarada de bolkestein, que ha vuelto aquí al parlamento europeo.","– señor presidente, señorías, asistimos a la mascarada bolkestein, que ha vuelto al parlamento europeo."
alirezamsh/small100,es,"Through this process, we have the opportunity to contribute to a truly integrated EU retail market, providing consumers with lower prices and more choice and giving a measured stimulus to growth and jobs.","a través de este proceso, tenemos la oportunidad de contribuir a un mercado minorista realmente integrado de la ue, proporcionando a los consumidores precios más bajos y más opciones y dando un estímulo medido para el crecimiento y el empleo.","este proceso nos brinda la oportunidad de contribuir a que el mercado minorista de la ue se integre realmente, lo que permitirá ofrecer precios más bajos y más opciones a los consumidores y estimulará de manera adecuada el crecimiento y el empleo."
alirezamsh/small100,es,"Not everything will be perfect, and I can predict that there will be difficulties, but the Commission is firmly convinced that the Community's policies and programmes will work even when there are twenty-five Member States.","no todo será perfecto, y puedo predecir que habrá dificultades, pero la comisión está firmemente convencida de que las políticas y programas de la comunidad funcionarán incluso cuando hay veinticinco estados miembros.","no todo será perfecto y puedo predecir que habrá dificultades, pero la comisión está firmemente convencida de que las políticas y programas comunitarios funcionarán incluso con 25 estados miembros."
alirezamsh/small100,es,"Madam President, I come from the West Midlands, and 20% of the West Midlands is classified as green belt.","señora presidente, soy de west midlands, y el 20% de los west midlands se clasifica como cinturón verde.","señora presidenta, yo vengo de west midlands, y el 20 % de esa región está clasificada como cinturón verde."
