Model Name,Dataset,Language,Source Sentence,Translation,Reference Sentence
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"Madam President, I believe this has been a very important debate: a debate on an issue that is at the heart of European concerns at the moment - the Greece issue - but, beyond that, on the economic situation of the European Union as a whole, a debate at which, by the way Mr Audy, the Presidency of the Council has been present, as agreed in Parliament: I represent the Presidency of the Council here.","Dnă președintă, cred că aceasta a fost o dezbatere foarte importantă: o dezbatere pe o temă care se află în centrul preocupărilor europene în acest moment - problema Greciei - dar, dincolo de aceasta, pe situația economică a Uniunii Europene în ansamblu, o dezbatere la care, prin modul în care dl Audy, Președinția Consiliului a fost prezentă, cum s-a convenit în Parlament: eu reprezint Președinția Consiliului aici.","Dnă preşedintă, consider că aceasta a fost o dezbatere foarte importantă: o dezbatere asupra unei probleme aflate în centrul preocupărilor europene din prezent - problema Greciei - dar, dincolo de acest lucru, o dezbatere asupra situaţiei economice a Uniunii Europene în ansamblu, o dezbatere la care, apropo, dle Audy, Preşedinţia Consiliului a fost prezentă, aşa cum s-a stabilit, în Parlament: reprezint Preşedinţia Consiliului aici."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,Even the Mexican national human rights commission has repeatedly documented the increase in violent crime by the military.,Chiar și comisia națională mexicană pentru drepturile omului a documentat în mod repetat creșterea criminalității violente de către armată.,Chiar şi Comisia Naţională pentru Drepturile Omului a luat act în repetate rânduri de intensificarea crimelor violente comise de armată.
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"Unfortunately, these oppressed people look to the billionaire and former Prime Minister, Thaksin Shinawatra, for a solution.","Din păcate, oameni oprimați se uită la miliardarul și fostul prim-ministru, Thaksin Shinawatra, pentru o soluție.","Din păcate, aceste persoane persecutate au apelat la fostul prim-ministru miliardar, Thaksin Shinawatra, în speranța unei soluții."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,Do you believe that the said programme can be extended?,Crede că programul menționat poate fi prelungit?,Credeţi că respectivul program poate fi prelungit?
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"In fact, this is something worthy of an E (European) designation: European Electric.","De fapt, aceasta este ceva demn de o denumire E (europeană): European Electric.","De fapt, acest proiect merită o denumire de tipul E (European): European Electric."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"What is more, with these actions, it should be possible to convey a message of peace that promotes democratic values.","Mai mult, cu aceste acțiuni, ar trebui să fie posibil să se transmită un mesaj de pace care promovează valorile democratice.","Mai mult, cu aceste acţiuni, ar trebui să fie posibilă transmiterea unui mesaj de pace, care promovează valorile democratice."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"The interpretation told us it was 44, and yet you are announcing that 45 has been accepted.","Interpretarea ne-a spus că a fost 44, și totuși anunțați că 45 a fost acceptat.","Interpreții ne-au spus că este vorba de alineatul (44), însă ați anunțat că alineatul (45) a fost acceptat."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"Concerning the Saudi invasion in Bahrain, I would like to underline the fact that the six Gulf Cooperation Council states have a collective security agreement amongst themselves.","În ceea ce privește invazia saudită din Bahrain, dori să subliniez faptul că cele șase state ale Consiliului de Cooperare al Golfului au un acord de securitate colectivă între ele.","În ceea ce privește invazia Arabiei in Bahrain, aș dori să subliniez faptul că cele șase state ale Consiliului de Cooperare al Golfului au un acord de securitate colectivă între ele."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"We all know that seals are often killed under conditions in which the animals, which are mammals and capable of sensation, experience terrible pain and suffering.","cu că focile sunt adesea ucise în condiții în care animalele, care sunt mamifere și capabile de senzație, experimentează dureri și teribile.","Ştim cu toţii că focile sunt adesea omorâte în condiţii în care aceste animale, care sunt mamifere şi deci capabile de senzaţie, trec prin dureri şi suferinţe teribile."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"One important aspect is the digitisation of cultural productions, along with the need to create a proper single market for online content and services which will generate additional jobs.","Un aspect important este digitalizarea producțiilor culturale, alături de necesitatea de a crea o piață unică adecvată pentru conținutul și serviciile online care vor genera locuri de muncă suplimentare.","Un aspect important este acela al digitalizării producțiilor culturale, concomitent cu nevoia de a crea o veritabilă piață unică a conținuturilor și serviciilor online, care să genereze locuri de muncă suplimentare."
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,The only thing that pains me is that this discussion took place at such a late hour.,Singurul lucru care mă doare este că această a avut loc la o oră atât de târzie.,Singurul lucru care mă deranjează este că această discuție a avut loc la această oră târzie.
Helsinki-NLP/opus-mt-tc-big-en-ro,Europarl,ro,"on behalf of the S&D Group. - Mr President, as the previous speaker said, and as the Commissioner said, this is a deeply complex problem, so the oral question that we pose today is a bid from our group, certainly, and I am sure from all the groups, to renew and refresh the debate on the Roma issue.","în numele Grupului S&D. - Dle, după cum a spus vorbitorul anterior după cum a spus dl comisar, aceasta este o problemă profund complexă, astfel încât întrebarea cu solicitare de răspuns oral pe care o adresăm astăzi este cu o ofertă din partea grupului nostru, sunt sigur că din partea tuturor grupurilor, pentru a reînnoi reîmprospăta dezbaterea privind problema romilor.","în numele Grupului S&D. - Dle preşedinte, după cum a spus antevorbitorul meu şi după cum a spus comisarul, aceasta este o problemă foarte complexă, astfel încât întrebarea cu solicitare de răspuns oral adresată astăzi constituie o încercare din partea grupului nostru, şi sunt sigur din partea tuturor celorlalte grupuri, de a reînnoi şi reîmprospăta dezbaterea problemei romilor."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","Cu toate acestea, Tenuk și Kayel și-au dat seama repede că nu sunt singuri. O a doua creatură întunecată a de sub ei, iar Tenuk a reușit doar să evite o coliziune.","Cu toate acestea, Tenuk și Kayel și-au dat repede seama că nu erau singuri. O a doua creatură întunecată a țâșnit de sub ei, iar Tenuk abia a reușit să evite coliziunea."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","Tenuk a ezitat, apoi a făcut un pas înapoi, dându-și puțin spațiu. Cu un mormăit scăzut, ușor dureros, corpul lui Tenuk s-a întins, blana lui a fost înlocuită cu solzi și au fost înlocuite cu aripi. S-a transformat rapid într-un Thraki normal, albastru deschis, dar ochii i-au rămas roșii.","Tenuk a ezitat, apoi a făcut un pas înapoi să-și ia niște spațiu. Cu un grohăit grav, ușor dureros, corpul lui Tenuk s-a întins, blana a fost înlocuită cu solzi, iar brațele cu aripi. S-a transformat rapid într-un Thraki normal, albastru deschis, dar ochii i-au rămas roșii."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","Ei s-au întrebat dacă ea le-ar lăsa să intre, spre deosebire de ori anterioare au mers să ceară. Încă mai am o vânătaie de ultima dată. Ivory chicotit din memorie. Kari a aruncat o carte la umăr lor, dar când a văzut cine a fost, ea și-a cerut scuze imediat.","Se întreba dacă va deschide de data asta, nu ca dățile trecute când îi mai ceruse. Încă mai am o vânătaie de data trecută, chicotea Ivory amintindu-și. Kari îi aruncase cu o carte în umăr, dar când a văzut cine era, și-a cerut imediat scuze."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"The ESP didn't go online immediately, let's give it a few minutes.","ESP nu a intrat online imediat, hai să-l dea câteva minute.","ESP nu s-a activat imediat, haide să-l mai lăsăm câteva minute."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","Ignacio Snchez Recarte, secretarul general al asociației profesionale Comité Européen des Entreprises Vins, care reprezintă aproximativ 7.000 de producători de vin din Europa, respinge preocupările producătorilor de bere. El a declarat pentru Euronews că o piață dominată de conglomerate multinaționale producătoare de bere nu se compară cu una compusă aproape în întregime din producători mici, autohtoni.","Ignacio Sánchez Recarte, secretarul general al asociației comerciale Comité Européen des Entreprises Vins, care reprezintă circa 7.000 de producători de vin din întreaga Europă, nu consideră justificate îngrijorările berarilor. Acesta a declarat pentru Euronews că o piață dominată de conglomerate multinaționale producătoare de bere nu se compară deloc cu una compusă aproape în întregime din mici producători interni."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,@user4 @user3 @user5 @user6,user4 user3 user5 user6,@utilizator4 @utilizator3 @utilizator5 @utilizator6
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","Judecând după starea spitalelor noastre, SNP despre planurile de recuperare și planurile de acțiune este pur și simplu asta - vorbesc și vorbesc periculos la asta. Nu trebuie să permitem politicienilor incompetenți să ne ademenească în complicitate la dispariția acelei mari instituții britanice, Serviciul Național de Sănătate.","Analizând situația spitalelor noastre, discuția SNP despre planurile de redresare și planurile de măsuri este pur și simplu o discuție; și, în plus, o discuție periculoasă. Nu trebuie să le permitem politicienilor incompetenți să ne păcălească să devenim complicii lor în pragul prăbușirii celei mai mari instituții britanice, National Health Service."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,🚨 breaking news:,breaking news:,🚨 știri de ultimă oră:
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,This song is encapsulates my predicament…,Acest cântec îmi încapsulează dificilă...,Cântecul ăsta încapsulează situația delicată în care mă aflu...
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,Both the old and the new Listing titles call it a 12V 10W panel.,"Atât titlurile vechi, cât și noile titluri Listing îl numesc un panou de 12V 10W.","Titlul atât din descrierea veche, cât și din cea nouă îl numește panou 12V 10W."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"Isn’t that funny? We have half the manpower left, and we can’t even refrain from hurting one another. I hastily sped up, Al’s was around the corner, so I would be fine inside. A glance behind me ensured that I was no longer being tailed as I stood in front of a bright glowing sign that read, “Alborn’s Pawnshop!” With slower steps, I entered once again–this place was more under the cover, as Alborn would often take in people who’d been mutated and snuck into Paltricus. Upon opening the door, the lights had been shut off, interestingly enough–there was no Al. No refugees. Nothing. Something wasn’t right here.","Nu este amuzant? Avem jumătate din forța de muncă rămasă și nici măcar nu ne putem abține să nu ne rănim unul pe altul. Nu m-am grăbit, Al a fost după, că fi bine în interior. O privire în spatele meu m-a asigurat că nu mai eram urmărit în timp ce stăteam în fața unui semn strălucitor strălucitor care citea, ""Alborn's Pawnshop!"" Cu pași mai lenți, am intrat din nou în Pal.","Nu că este amuzant? Mai avem jumătate din populație și nu ne putem abține de la a ne face rău unii celorlalți. Grăbesc pasul, magazinul lui Al era chiar după colț, deci ar trebui să fie în regulă înăuntru. Când mă aflam în fața semnului strălucitor pe care scria „Amanetul lui Alborn”, am aruncat o privire în spatele meu pentru a mă asigura că nu mai sunt urmărită. Cu pași mai lenți, intru încă o dată; acest loc era mai mult o fațadă, căci Alborn lua deseori oameni care suferiseră mutații și îi strecura în Paltricus. Când deschid ușa, luminile erau stinse și, interesant, nu era niciun Al. Nici refugiați. Nimic. Ceva era în neregulă aici."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,These good quality stickers are about 50p each. They'll cost the same again to post. And way more in my own time to individually package and send them.,Aceste autocolante de bună calitate sunt de aproximativ 50p fiecare. Vor costa același lucru din nou pentru a posta. mult mai mult în timpul meu pentru a le împacheta și a le trimite individual.,Aceste abțibilduri de bună calitate costă cam 50p fiecare. Costă tot cam atât să le expediez. Și mult mai mult din timpul meu să le ambalez și să le trimit individual.
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,So the challenges in this are already showing themselves. I'm likely going to have a VERY difficult time getting a medical clearance due to the FAA's stance on certain medications.,că provocările în acest sens se arată deja. Probabil că voi avea un timp foarte dificil de a obține o autorizație medicală din cauza poziției FAA cu privire la anumite medicamente.,Așa că provocările legate de asta deja se arată. Voi avea probabil o perioadă FOARTE grea pentru a-mi lua adeverința medicală din cauza poziției FAA cu privire la anumite medicamente.
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,And just under the wire basically someone actually beat Trimming the Herbs! Really impressive.,"chiar sub sârmă, practic, cineva chiar a bătut-o pe Trimming the Herbs! Într-adevăr impresionant.","Fix la timp, cineva chiar a învins Trimming the Herbs! Super impresionant."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,Yea so I flew this today.,"Da, aşa că am zburat azi.",Carevasăzică l-am pilotat azi.
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"So my dad can't give me rides to work. And for me, work is about 27 miles away. So there and back would be nearly a $100 a day with Uber. I haven't looked at Lyft. I could have, I guess, that makes sense. But I didn't have rental on my auto insurance, so that's my fault. So I guess I could have tried to do that and get that set up and tried to get a rental while I was down and out of a car. But even then, a rental wouldn't cover seven days. I'm going to sneeze, hold on. That sneeze sucked.","Deci, tatăl meu nu mă poate duce la muncă. pentru mine, munca este la aproximativ 27 de mile distanță. Deci, acolo și înapoi ar fi aproape o sută de dolari pe zi cu Uber. Nu m-am uitat la Lyft. fi putut, cred, că are sens. Dar nu am avut închiriere pe asigurarea mea auto, deci este vina mea. Deci, cred că fi încercat să fac asta și să mă pregătesc și să încerc să fac o închiriere.","Tatăl meu nu mă poate duce cu mașina la serviciu. Iar pentru mine, serviciul e cam la 27 de mile distanță. Dus-întors ar însemna aproape 100 USD pe zi cu Uber. Nu m-am interesat de Lyft. Cred că aș fi putut-o face, are sens. Dar asigurarea mea auto nu avea acoperire pentru închirieri, aceasta e vina mea. Cred că aș fi putut încerca să o fac și să rezolv asta, să încerc să închiriez o mașină cât timp sunt în impas și fără mașină. Dar chir și așa, închirierea nu ar dura șapte zile. O să strănut, stați. Ce strănut neplăcut!"
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,Saturday Cont:,Sâmbătă Cont:,Sâmbătă cont:
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"Rosendale, a member of the hard-right Freedom Caucus, was one of the individuals who derailed the Wednesday votes. He views the top line number in Johnson's deal as being too high and as doing too little to cut the $34 trillion national debt.","Rosendale, membru al partidului de extremă dreapta Freedom Caucus, a fost unul dintre cei care au deraiat voturile de miercuri. El consideră că numărul de top din afacerea lui Johnson este prea mare și că face prea puțin pentru a reduce datoria națională de 34 de trilioane de dolari.","Rosendale, membru al comitetului Freedom, de extremă dreaptă, a fost una dintre persoanele care au boicotat voturile de miercuri. El consideră că cifra principală din acordul lui Johnson este prea mare și că se face prea puțin pentru a reduce datoria națională de 34 de trilioane de dolari."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"South Wales four-piece The Now are proud to release their debut album, Too Hot To Handle, via True Music, and Callum joins me now. How are you doing, Callum? How's it going? Yeah, all good. Good, yourself? Yes, I'm very good. Thank you. It's a privilege to speak to yourselves because I've been listening to your music quite a lot since 2023. So I'm just loving the music, and I think it's something that we definitely need in the charts these days.","South Wales în patru piese The Now sunt mândri să-și lanseze albumul de debut, Too Hot To Handle, prin True Music, iar Callum mi se alătură acum. Ce mai faci, Callum? Cum merge? Da, totul bine. Bine, tu? Da, sunt foarte bun.. Este un privilegiu să vorbesc cu voi pentru că am ascultat muzica dvs. destul de mult din 2023. Deci, eu sunt doar iubitor de muzică,","Trupa compusă din patru membri din Țara Galilor de Sud, The Now, e mândră să-și lanseze albumul de debut, Too Hot To Handle, prin True Music, iar Callum mi se alătură acum. Ce mai faci, Callum? Cum merge treaba? E totul bine. Tu ce mai faci? Sunt foarte bine, mulțumesc. E un privilegiu să stau de vorbă cu voi, pentru că vă ascult mult muzica începând din 2023. Îmi place foarte mult și cred că este exact ceea ce avem nevoie în topuri în aceste zile."
Helsinki-NLP/opus-mt-tc-big-en-ro,WMT,ro,"The results are in and, drum roll, please, it's completely consistent with my family history. 89.9% British and Irish with most of that concentrated in the scottish borders, western Ireland, Wales, and cornwall. It doesn't show much breton tho so either they're so close to cornish they don't show as different in me or my breton family wasn't originally from there.","Rezultatele sunt în și, tambur rola, vă rog, este complet în concordanță cu istoria familiei mele. 89,9% britanic și irlandez cu cea mai mare parte concentrată în granițeleene, vestul Irlandei, Țara Galilor, și cornwall. Ea nu arată mult breton tho astfel încât fie sunt atât de aproape de cornișă ei nu arată la fel de diferit în mine sau familia mea breton nu a fost inițial de acolo.","Rezultatele au sosit și, pregătiți-vă, sunt perfect compatibile cu istoricul meu familial. 89,9 % britanic și irlandez, majoritatea fiind concentrată la granițele scoțiene, Irlanda de Vest, Țara Galilor și Cornwall. Nu indică mari influențe bretone, dar fie sunt atât de apropiate de cele din Cornwall și nu se diferențiază, fie familia mea bretonă nu este de origine de acolo."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,(Noise) But they react to foreground sounds. You'll hear that in a second.,(Zgomot) Dar reacționează la sunetele din prim-plan. Veți auzi asta într-o secundă.,"(Zgomot) Dar reacționează la sunete proeminente. Așteptați o secundă, să vedeți."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,They were a highly cooperative species.,Erau o specie extrem de cooperantă.,Erau o specie foarte înclinată spre cooperare.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"And to me, if you really want to rediscover wonder, you need to step outside of that tiny, terrified space of rightness and look around at each other and look out at the vastness and complexity and mystery of the universe and be able to say, """" Wow, I don't know.","Şi pentru mine, dacă vreţi cu adevărat să redescoperiţi uimirea, trebuie să ieşiţi din acel mic îngrozit al dreptăţii să priviţi în jur unul la celălalt să priviţi la vastitatea, complexitatea misterul universului să fiţi capabili să spuneţi, ""Uau, nu ştiu.","Iar pentru mine, dacă vrei cu adevărat să redescoperi uimirea, trebuie să ieşi din acel spaţiu mărunt, terifiant al dreptăţii și să te uiţi la cei din jur, să te uiţi la întinderea, complexitatea şi misterul universului şi să poţi spune """" Wow, nu ştiu."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"And on the left side, you'll see the processed video where the camera has made him invisible.","Iar în partea stângă, veți vedea videoclipul procesat în care camera l-a făcut invizibil.","Iar în partea stângă, veți putea vedea videoclipul procesat în care camera l-a făcut invizibil."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,I am for chocolate donuts.,Eu sunt pentru gogoși de ciocolată.,Sau pentru o gogoaşă cu ciocolată.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,Why is it it came up?,De ce a venit vorba?,De ce a apărut?
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,Heart-healthy dinner is a very important part of restorative seafood.,Cina sănătoasă pentru inimă este o parte foarte importantă a fructelor de mare restaurative.,Masa sănătoasă pentru inimă e o parte foarte importantă a restaurării produselor mării.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,JA: So this is a sample of what we do sort of every day.,"JA: Deci, aceasta este o mostră a ceea ce facem în fiecare zi.",JA: Este o mostră din ceea ce facem cam în fiecare zi.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","Deci, pe măsură ce ne confruntăm cu toate crizele multiple din lumea noastră în acest moment, ceea ce este bun pentru noi la nivel personal, ceea ce va aduce mai multă bucurie, recunoștință, eficacitate în noastră și va fi cel mai bun pentru cariera noastră este, de asemenea, ceea ce este cel mai bun pentru lume.","Aşa că pe măsură ce ne confruntăm cu crize multiple în lumea noastră de acum, ce e bine pentru noi la nivel personal, ce ne va aduce mai multă bucurie, recunoştinţă, eficacitate în vieţile noastre şi ar fi perfect pentru carierele noastre e de asemenea cel mai bine pentru lume."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"Open the plan up, and, in one click, jump.","Deschide planul, și, într-un singur clic, sari.","Deschide planul, și, cu un singur click, intră."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,We saw all kinds of donated equipment.,Am văzut tot felul de echipamente donate.,Am văzut echipament donat de toate genurile.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,When I write fiction I cherish elusiveness and changeability.,Când scriu ficțiuneesc evazivitatea și schimbătorul.,"Când scriu ficţiune, preţuiesc ceea ce este vag şi schimbător."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,Do you remember the handover of Hong Kong by Britain to China in 1997?,Îţi aminteşti cedarea Hong Kong-ului de către Marea Britanie către China în 1997?,Vă amintiţi cedarea Hong Kong-ului de la coroana britanică către China in 1997?
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,I understand.,Înţeleg.,Înţeleg.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"But combined in a certain way, they can create something that still looks three-dimensional, like it could exist.","Dar combinate într-un anumit fel, ele pot crea ceva care încă arată tridimensional, ca și cum ar putea exista.","Dar, combinate într-un anume fel, ele pot crea ceva ce arată încă tridimensional, ca şi când ar putea exista."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"(Laughter) We're doing two different — OK, I'm hanging up now.","(Râsete) Facem două lucruri diferite - OK, închid acum.",(rasete) Facem doua lucruri diferite... OK. Inchid acum.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,That's my colleague. He's let it go.,"E colegul meu, a lăsat-o baltă.",Acesta este colegul meu. Îi dă drumul.
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"Good morning. So magic is an excellent way for staying ahead of the reality curve, to make possible today what science will make a reality tomorrow.","Deci, magia este o modalitate excelentă de a rămâne în fața curbei realității, pentru a face posibil astăzi ceea ce știința va face o realitate mâine.","Bună dimineața. Magia e un mod excelent de a fi înainte pe curba realității, să faci posibil azi ce va reuși știința să facă în viitor."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,"Stories accompany me, keeping my pieces and memories together, like an existential glue.","Poveștile mă însoțesc, păstrându-mi piesele și amintirile împreună, ca un lipici existențial.","Poveştile mă însoţesc, unindu-mi amintirile şi toate părţile din care sunt alcătuită, asemenea unui lipici existenţial."
Helsinki-NLP/opus-mt-tc-big-en-ro,TED,ro,It has allowed scammers to rip off vulnerable investors.,A permis escrocilor să jefuiască investitorii vulnerabili.,A permis escrocilor să fraudeze investitorii vulnerabili.
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"It needs hope for a better future, which means accession to the EU one day.","Potrebuje nádej na lepšiu budúcnosť, čo znamená, že jedného dňa vstúpi do EÚ.","Potrebuje nádej na lepšiu budúcnosť, čo znamená budúce pristúpenie k EÚ."
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"I feel that we are seriously compromising children and their ability to learn when we allow cocktails of colourings, preservatives and additives into their food.","Myslím si, že vážne kompromitujeme deti a ich schopnosť učiť sa, keď povoľujeme koktaily farbív, konzervačných látok a prísad do ich potravín.","Domnievam sa, že urobíme vážny ústupok voči deťom a ich schopnosti učiť sa, ak povolíme zmes farbív, konzervačných prísad a prídavných látok v ich potravinách."
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"Personally, I will defend this approach at the November Development Affairs Council, and the global financial crisis will be at the centre of my political concerns during the weeks ahead.",Osobne budem brániť tento prístup na novembrovom zasadnutí Rady pre rozvojové záležitosti a globálna finančná kríza bude v nasledujúcich týždňoch stredobodom mojich politických obáv.,Ja osobne tento prístup podporím na novembrovom zasadnutí Výboru pre rozvoj a globálna finančná kríza bude v najbližších týždňoch stredobodom mojich politických záujmov.
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,I therefore fully support the demands made by the Socialist Group in the European Parliament in its question.,Preto plne podporujem požiadavky Socialistickej skupiny v Európskom parlamente v jej otázke.,"Preto plne podporujem požiadavky, ktoré kladie Socialistická skupina v Európskom parlamente v súvislosti s touto otázkou."
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,It is wrong for important matters such as combating poverty and social exclusion not to be discussed openly here.,"Je nesprávne, aby sa tu otvorene nediskutovalo o dôležitých otázkach, ako je boj proti chudobe a sociálnemu vylúčeniu.","Nie je správne, že také dôležité problémy, ako boj proti chudobe a sociálne vyčlenenie, tu nemôžeme otvorene prediskutovať."
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"Anti-competitive practices have been discovered in the dairy sector in the United Kingdom and in Greece, and fines have been imposed on firms involved in those anti-competitive practices.",V sektore mlieka a mliečnych výrobkov v Spojenom kráľovstve a Grécku sa objavili praktiky narúšajúce hospodársku súťaž a podnikom zapojeným do týchto praktík narúšajúcich hospodársku súťaž sa uložili pokuty.,V sektore mlieka v Spojenom kráľovstve a Grécku boli odhalené praktiky v rozpore s hospodárskou súťažou a zainteresovaným firmám boli za to udelené pokuty.
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"For the time being, the CAP does not address environmental issues in a consistent manner.",V súčasnosti sa SPP nezaoberá otázkami životného prostredia konzistentným spôsobom.,SPP zatiaľ nerieši otázky životného prostredia konzistentným spôsobom.
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"Therefore, I suggest that the Commission consider not only those people at risk of losing their jobs, but also those who are finding it difficult to enter or return to the labour market.","Preto navrhujem, aby Komisia zvážila nielen tých ľudí, ktorým hrozí strata zamestnania, ale aj tých, pre ktorých je ťažké vstúpiť na trh práce alebo sa na ňom vrátiť.","Navrhujem preto, aby Komisia zohľadnila nielen ľudí, ktorým hrozí riziko straty zamestnania, ale aj tých, ktorí majú problémy so vstupom alebo návratom na pracovný trh."
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,These would be ways of bringing in revenue to combat poverty and other persistent economic and social problems.,"Boli by to spôsoby, ako priniesť príjmy na boj proti chudobe a iným pretrvávajúcim hospodárskym a sociálnym problémom.",Týmito spôsobmi by sa dali získať prostriedky na boj proti chudobe a ostatným pretrvávajúcim hospodárskym a sociálnym problémom.
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,Where were you before?,Kde si bol predtým?,Kde ste boli tak dlho?
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"The negotiators of the deposed President Zelaya did not establish, however, who should head the government of unity.","Vyjednávači zosadeného prezidenta Zelayu však nestanovili, kto by mal viesť vládu jednoty.","Predstavitelia rokujúci v mene zvrhnutého prezidenta Zelayu však nestanovili, kto má stáť na čele vlády jednoty."
Helsinki-NLP/opus-mt-en-sk,Europarl,sk,"That is why the G20 in Pittsburgh is so important, though the European Union itself should, of course, take vigorous action.","Preto je skupina G20 v Pittsburghu taká dôležitá, hoci samotná Európska únia by mala, samozrejme, rázne konať.","Práve preto je samit G20 v Pittsburghu taký dôležitý, hoci aj Európska únia samotná by mala, samozrejme, prijať dôrazné opatrenia."
