Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,pt,So they're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that's important.,Então eles estão mal em se livrar de todas as coisas interessantes que poderiam dizer-lhes algo e apenas olhar para a coisa que é importante.,Eles são maus a livrarem-se de tudo o que os rodeia e a focarem-se apenas no que é importante.
alirezamsh/small100,pt,"Now living in Europe, he can choose to go to Germany that has a well-reputed healthcare system.","Agora que vive na Europa, ele pode optar por ir para a Alemanha que tem um sistema de saúde de reputação.","Como mora na Europa, ele pode optar por ir para a Alemanha que tem um sistema de cuidados de saúde com uma boa reputação."
alirezamsh/small100,pt,And what Bayes showed was a mathematical way that you could do that.,E o que Bayes mostrou foi uma maneira matemática que você poderia fazer isso.,E o que Bayes demonstrou foi um método matemático que permite fazer isso
alirezamsh/small100,pt,You find a sheep. You kill it. You get the fat out of it.,Você encontra uma ovelha. Você matá-la. Você obtém a gordura dela.,Encontram uma ovelha. Matam-na. Tiram-lhe a gordura.
alirezamsh/small100,pt,"You take a stain, like acridine orange or a fluorescent stain or Giemsa, and a microscope, and you look at them.","Você toma uma mancha, como a acridina laranja ou uma mancha fluorescente ou Giemsa, e um microscópio, e você olha para elas.","Escolhemos um corante, como o laranja de acridina ou um corante fluorescente, ou o Giemsa, e um microscópio, e conseguimos vê-los."
alirezamsh/small100,pt,One is an Acheulean hand axe from half a million years ago of the kind made by Homo erectus.,Um é um eixo de mão Acheuleana de meio milhão de anos atrás do tipo feito pelo Homo erectus.,Um é um machado acheulense usado há meio milhão de anos do tipo feito pelo Homo erectus.
alirezamsh/small100,pt,"Even more remarkably though, the fact that 15 month-olds didn't do this suggests that these 18 month-olds had learned this deep, profound fact about human nature in the three months from when they were 15 months old.","Ainda mais notável, o fato de que os 15 meses de idade não fizeram isso sugere que esses 18 meses de idade haviam aprendido esse fato profundo e profundo sobre a natureza humana nos três meses desde que tinham 15 meses.","Mas mais impressionante, o facto de os bebés de 15 meses não terem feito isto indica que os bebés de 18 meses aprenderam esta verdade profunda sobre a natureza humana nos três meses que passaram depois de fazerem 15 meses."
alirezamsh/small100,pt,We have fewer spousal or partner job relocations.,Temos menos relocações de trabalho de parceiros ou cônjuges.,Temos menos deslocações para acompanhar os cônjuges.
alirezamsh/small100,pt,"Once a year, they publish the league table: who's best, who's at the bottom?","Uma vez por ano, publicam a mesa da liga: quem é melhor, quem está no fundo?","Uma vez por ano, publicavam a tabela classificativa quem está em primeiro lugar, quem está em último?"
alirezamsh/small100,pt,"It's not written by me. It's written by Amy and the other students in the class. As a consequence, this science paper begins, """" Once upon a time... """" (Laughter) The results section, it says: """" Training phase, the puzzle... duh duh duuuuuhhh. """" Right? (Laughter) And the methods, it says, """" Then we put the bees into the fridge (and made bee pie), """" smiley face. Right? (Laughter) This is a science paper. We're going to try to get it published.","Não é escrito por mim. É escrito por Amy e os outros alunos na sala de aula. Como resultado, este artigo de ciência começa, """" Uma vez... """" (Riso) A seção de resultados, diz: """" Fase de treinamento, o puzzle... duh duuuuuhhh. """" Direito? (Riso) E os métodos, diz, """" Então colocamos as abelhas na geladeira (e fez pedaço de abelhas), """" face sorriso. Direito? (Riso) Este é um artigo de ciência. Vamos tentar publicá-lo.","Não foi escrito por mim. Foi escrito pela Amy e pelos outros alunos da turma. Como consequência, este artigo começa por """" Era uma vez... """" (Risos) Na parte dos resultados, diz: """" Fase de treino, o puzzle... tam, taram, tam """" (Risos) E nos métodos diz: """" Depois colocámos as abelhas """" no frigorífico e fizemos tarte de abelhas """", um smile (sorriso) Certo? (Risos) É um artigo científico. Vamos tentar publicá-lo."
alirezamsh/small100,pt,This is Reverend Bayes's notebook.,Este é o livro do Reverend Bayes.,Este é o caderno de apontamentos do Reverendo Bayes.
alirezamsh/small100,pt,"And that's perhaps because some prominent US people just haven't figured in this exposé, in this scandal.","E isso é provavelmente porque algumas pessoas norte-americanas prominentes simplesmente não pensaram neste exposto, neste escândalo.","Isso deve-se talvez ao facto de as pessoas importantes dos EUA não terem figurado nesta divulgação, neste escândalo."
alirezamsh/small100,pt,"Some of them are driven to suicide, OK?","Alguns deles são levados a suicídio, certo?",Alguns deles tentam o suicídio.
alirezamsh/small100,ro,(Noise) But they react to foreground sounds. You'll hear that in a second.,( zgomot) Dar reacționează la sunetele înapoi. Veți auzi acest lucru într-o secundă.,"(Zgomot) Dar reacționează la sunete proeminente. Așteptați o secundă, să vedeți."
alirezamsh/small100,ro,They were a highly cooperative species.,Era o specie foarte cooperativă.,Erau o specie foarte înclinată spre cooperare.
alirezamsh/small100,ro,"And to me, if you really want to rediscover wonder, you need to step outside of that tiny, terrified space of rightness and look around at each other and look out at the vastness and complexity and mystery of the universe and be able to say, """" Wow, I don't know.","Și pentru mine, dacă doriți cu adevărat să redescoperiți minunea, trebuie să mergeți dincolo de acel spațiu mic și teribil de dreptate și să priviți în jurul celuilalt și să priviți la vastitatea și complexitatea și misterul universului și să fiți capabili să spuneți: ""Wow, nu știu.","Iar pentru mine, dacă vrei cu adevărat să redescoperi uimirea, trebuie să ieşi din acel spaţiu mărunt, terifiant al dreptăţii și să te uiţi la cei din jur, să te uiţi la întinderea, complexitatea şi misterul universului şi să poţi spune """" Wow, nu ştiu."
alirezamsh/small100,ro,"And on the left side, you'll see the processed video where the camera has made him invisible.","Și pe partea stângă, veți vedea videoclipul procesat în care camera l-a făcut invizibil.","Iar în partea stângă, veți putea vedea videoclipul procesat în care camera l-a făcut invizibil."
alirezamsh/small100,ro,I am for chocolate donuts.,Suntem pentru ciocolată.,Sau pentru o gogoaşă cu ciocolată.
alirezamsh/small100,ro,Why is it it came up?,De ce s-a ridicat?,De ce a apărut?
alirezamsh/small100,ro,Heart-healthy dinner is a very important part of restorative seafood.,Cina sănătoasă în inimă este o parte foarte importantă a fructelor de mare restaurative.,Masa sănătoasă pentru inimă e o parte foarte importantă a restaurării produselor mării.
alirezamsh/small100,ro,JA: So this is a sample of what we do sort of every day.,"DA: Deci, aceasta este un exemplu de ceea ce facem în fiecare zi.",JA: Este o mostră din ceea ce facem cam în fiecare zi.
alirezamsh/small100,ro,"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","Deci, pe măsură ce ne confruntăm cu toate cele mai multe crize din lumea noastră în acest moment, ceea ce este bun pentru noi la nivel personal, ceea ce va aduce mai multă bucurie, recunoștință, eficiență în viața noastră și să fie cel mai bun pentru cariera noastră este, de asemenea, cel mai bun pentru lume.","Aşa că pe măsură ce ne confruntăm cu crize multiple în lumea noastră de acum, ce e bine pentru noi la nivel personal, ce ne va aduce mai multă bucurie, recunoştinţă, eficacitate în vieţile noastre şi ar fi perfect pentru carierele noastre e de asemenea cel mai bine pentru lume."
alirezamsh/small100,ro,"Open the plan up, and, in one click, jump.","Deschideți planul și, într-un singur clic, săriți.","Deschide planul, și, cu un singur click, intră."
alirezamsh/small100,ro,We saw all kinds of donated equipment.,Am văzut tot felul de echipamente donate.,Am văzut echipament donat de toate genurile.
alirezamsh/small100,ro,When I write fiction I cherish elusiveness and changeability.,"Când scriu ficțiune, apreciez elusivitatea și schimbabilitatea.","Când scriu ficţiune, preţuiesc ceea ce este vag şi schimbător."
alirezamsh/small100,ro,Do you remember the handover of Hong Kong by Britain to China in 1997?,Vă amintiţi de transferul Hong Kong de către Marea Britanie către China în 1997?,Vă amintiţi cedarea Hong Kong-ului de la coroana britanică către China in 1997?
alirezamsh/small100,ro,I understand.,Eu înțeleg.,Înţeleg.
alirezamsh/small100,ro,"But combined in a certain way, they can create something that still looks three-dimensional, like it could exist.","Dar combinate într-un fel, ele pot crea ceva care încă arată tridimensional, ca și cum ar putea exista.","Dar, combinate într-un anume fel, ele pot crea ceva ce arată încă tridimensional, ca şi când ar putea exista."
alirezamsh/small100,ro,"(Laughter) We're doing two different — OK, I'm hanging up now.","(Râs) Facem două lucruri diferite – OK, mă spânzesc acum.",(rasete) Facem doua lucruri diferite... OK. Inchid acum.
alirezamsh/small100,ro,That's my colleague. He's let it go.,Acesta este colegul meu. El l-a lăsat să plece.,Acesta este colegul meu. Îi dă drumul.
alirezamsh/small100,ro,"Good morning. So magic is an excellent way for staying ahead of the reality curve, to make possible today what science will make a reality tomorrow.","Deci magia este o modalitate excelentă de a sta înaintea curvei realității, pentru a face posibil astăzi ceea ce știința va face o realitate mâine.","Bună dimineața. Magia e un mod excelent de a fi înainte pe curba realității, să faci posibil azi ce va reuși știința să facă în viitor."
alirezamsh/small100,ro,"Stories accompany me, keeping my pieces and memories together, like an existential glue.","Povestea mă însoțește, ținând piese și amintiri împreună, ca un adeziv existențial.","Poveştile mă însoţesc, unindu-mi amintirile şi toate părţile din care sunt alcătuită, asemenea unui lipici existenţial."
alirezamsh/small100,ro,It has allowed scammers to rip off vulnerable investors.,Acest lucru a permis fraudatorilor să scape de investitorii vulnerabili.,A permis escrocilor să fraudeze investitorii vulnerabili.
alirezamsh/small100,sk,"But the core values: well, capable, generous men do not create victims; they nurture victims.","Ale základné hodnoty: dobre, schopní, veľkorysí muži nevytvárajú obete; vychovávajú obete.","Ale základné hodnoty: schopní, veľkorysí ľudia nevytvárajú obete, starajú sa o ne."
alirezamsh/small100,sk,"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","Máte v strede kartónovú krabicu s zrkadlom a potom si dal duch - tak prišiel môj prvý pacient, Derek.","Máte kartónovú krabicu so zrkadlom v strede a potom vložíte fantóma - takže, môj prvý pacient, Derek, vstúpil."
alirezamsh/small100,sk,Ninety-nine percent of you.,Deväťdesiat percent z vás.,99 percent z vás.
alirezamsh/small100,sk,We've gone beyond the capacity of the human mind to an extraordinary degree.,Prešli sme za schopnosť ľudskej mysle do výnimočnej miery.,Kapacitu ľudskej mysle sme prekročili do pozoruhodnej miery.
alirezamsh/small100,sk,"It was completely new, and no one had done it before, including adults. (Laughter) BL: Including the teachers, and that was really hard for the teachers.","Bolo to úplne nové a nikto to neurobil predtým, vrátane dospelých. (smiech) BL: vrátane učiteľov, a to bolo naozaj ťažké pre učiteľov.","Bolo to niečo úplne nové a nikto to nikdy predtým nevyskúšal, dospelých nevynímajúc. (Smiech) BL: A nevynímajúc aj učiteľov, a to bolo pre nich naozaj ťažké."
alirezamsh/small100,sk,What we have here is a list of old viruses.,Tu máme zoznam starých vírusov.,Tu máme zoznam starých vírusov.
alirezamsh/small100,sk,"Another theory is they are acid junkies and potheads, right?","Ďalšou teóriou je, že sú kyslé junkies a potheads, nie?","Ďaľšia tvrdí, že sú to feťáci a húliči."
alirezamsh/small100,sk,So where are all these coming from then?,Odkiaľ to všetko pochádza od tej doby?,Takže odkiaľ všetky prichádzajú?
alirezamsh/small100,sk,"You basically published something there, ran into trouble with a bank, then the news service there was injuncted from running the story.","V podstate ste tam niečo zverejnili, ušli do problémov s bankou, potom tam bola spravodajská služba nariadená spustiť príbeh.","Niečo ste tam zverejnili, dostali sa do problémov s bankou a spravodajské služby tam dostali zákaz publikovať to."
alirezamsh/small100,sk,"Racial discrimination, legally, had existed for 100 years, from 1865 at the end of the War Between the States, the Civil War, all the way up to the 1960s, when Lyndon Johnson got the bills passed for equal rights.","Rasová diskriminácia, legálne, existovala už sto rokov, od roku 1865 na konci vojny medzi štátmi, občianskej vojny, až do šesťdesiatych rokov, kedy Lyndon Johnson dostal zákony o rovnakých právach.","Rasová diskriminácia vtedy legálne existovala 100 rokov, od roku 1865, od Občianskej vojny, cez 60. roky, keď Lyndon Johnson presadil zákony o rovnakých právach."
alirezamsh/small100,sk,They were living like this with very poor plastic sheets in the park.,Takto žili s veľmi slabými plastovými listami v parku.,Oni takto žili pod plastovými plachtami v parku.
alirezamsh/small100,sk,And maybe you thought you were going to grow up and marry your high school sweetheart and move back to your hometown and raise a bunch of kids together.,"A možno ste si mysleli, že sa chystáte vyrásť a vydávať sa za svojho stredného miláčika a presťahovať sa späť do svojho rodného mesta a spolu vychovávať skupinu detí.","A možno ste si mysleli, že až vyrastiete, budete mať svadbu s vašou láskou zo strednej školy a presťahujete sa naspäť do domovského mesta a budete spolu vychovávať decká."
alirezamsh/small100,sk,"And the optical components, if you look at the inset up on the right, we had to figure out a way to manufacture lenses in paper itself at really high throughputs, so it uses a process of self-assembly and surface tension to build achromatic lenses in the paper itself.","A optické komponenty, ak sa pozriete na vložku vpravo, museli sme zistiť spôsob výroby šošoviek v samotnom papieri pri naozaj vysokých priechodoch, takže používa proces samos montáže a povrchového napätia na vytvorenie akromatických šošoviek v samotnom papieri.","Optické komponenty sú tu vpravo hore, potrebovali sme vymyslieť, ako vyrobiť šošovky vložené do papiera pri vysokej výrobnej kapacite. Využívame proces samousporiadania a povrchové napätie na výrobu achromatických šošoviek priamo v papieri."
alirezamsh/small100,sk,Now remember — why does this happen?,"Pamätajte si, prečo sa to stane?",Spomeňte si - prečo sa to deje?
alirezamsh/small100,sk,CA: So let's talk a little more broadly about this.,CA: Takže povedzme o tom trochu širšie.,CA: Preberme to trošku dôkladnejšie.
alirezamsh/small100,sk,"So this is what changes, but the standard stains all remain the same for many different diseases.","Takže to je to, čo sa mení, ale štandardné škvrny zostávajú rovnaké pre mnoho rôznych chorôb.","Toto je nové, ale všetky klasické farbivá zostávajú na mnoho rôznych chorôb."
alirezamsh/small100,sk,You'll hear a train in moment that they don't react to.,"Počujete vlaky v okamihu, keď nebudete reagovať.","Budete počuť vlak, na ktorý oni nereagujú."
alirezamsh/small100,sk,And so I think it's time we change what we expect from our food.,"Myslím, že je čas zmeniť to, čo očakávame od potravín.","Myslím, že je načase, aby sme zmenili naše očakávania od jedla."
alirezamsh/small100,sk,Sometimes we spread out. (Laughter) I see you.,Niekedy sa rozširujeme. (smiech) Vidím ťa.,Niekedy sa takto rozpíname. (Smiech) Vidím vás. (Smiech)
alirezamsh/small100,sk,"(Laughter) That's a fantastic way to be, but it does tend to leave you waking up crying at three o'clock in the morning. (Laughter)","(smiech) To je fantastický spôsob, ako byť, ale má tendenciu nechať vás prebudiť a plakať o tri ráno. (smiech)","(Smiech) Je to skvelý stav, ale hrozí vám, že sa o tretej ráno budete budiť s plačom. (Smiech)"
alirezamsh/small100,sl,Roger. I got 'em.,"Roger, sem ga dobil.",Razumem. Zadel sem jih.
alirezamsh/small100,sl,"I hit my head on my desk. I broke my cheekbone, I got five stitches on my right eye.","Jaz sem udaril glavo na mizo. zlomil sem čeljusti, na desnem oko sem dobil pet trepalnic.",Glava mi je omahnila in zlomila sem si ličnico. Dobila sem pet šivov na mojem desnem očesu.
alirezamsh/small100,sl,And all I could detect was this energy — energy.,"In vse, kar sem lahko zaznal, je bila ta energija - energija.","In vse, kar sem lahko zaznala, je bila ta energija - energija."
alirezamsh/small100,sl,The underwater part was captured in a stone pit.,Podvodni del je bil ujet v kamni kleti.,Podvodni del sem posnel na kamnolomu.
alirezamsh/small100,sl,That sort of secrecy in America has allowed employees of school districts to rip off schoolchildren.,"Ta vrsta skrivnosti v Ameriki je omogočila zaposlenim v šolskih okrožjih, da bi odvrnili šolske otroke.","Takšna tajnost v ZDA omogoča uslužbencem šol, da goljufajo učence."
alirezamsh/small100,sl,"Support for engineering, math and science — education in general — boomed.","Podpora za inženiring, matematiko in znanost – izobraževanje na splošno – se je povečala.","Podpora za inžinirstvo, matematiko in znanost - izobraževanje v splošnem - je zelo narasla."
alirezamsh/small100,sl,So a high I.Q.,Tako visoko I.Q,Torej visok I.Q.
alirezamsh/small100,sl,"Having said that, I outlined my talk about five minutes ago.","Ko sem rekel, sem opisal svoj govor pred približno petimi minutami.","Ko sem že povedal vse to, svoj govor sem sestavil pred petimi minutami."
alirezamsh/small100,sl,Is it something about the details or the colors?,Gre za podrobnosti ali barve?,Mogoče s podrobnostimi ali barvami?
alirezamsh/small100,sl,"If this is true, if these babies are designed to learn — and this evolutionary story would say children are for learning, that's what they're for — we might expect that they would have really powerful learning mechanisms.","Če je to res, če so ti otroci zasnovani za učenje - in ta evolucijska zgodba bi rekla, da so otroci za učenje, to je tisto, za kar so - lahko pričakujemo, da bodo imeli resnično močne učne mehanizme.","Če to drži, če so malčki narejeni za učenje — in ta evolucijska zgodba bi zatrdila, da so otroci za učenje, da je to tisto, za kar so namenjeni — bi morda pričakovali, da bodo imeli resnično prodorne mehanizme učenja."
alirezamsh/small100,sl,Let me offer you another building block to try and understand China — maybe not sort of a comfortable one.,"Naj vam ponudim še en stavbeni blok, da poskusite razumeti Kitajsko - morda ne nekakšno udobno.","Naj vam omenim še en gradbeni stolpec, ki vam bo pojasnil Kitajsko — ta morda ni tako prijeten."
alirezamsh/small100,sl,Now we're already starting to see some experiments here.,Zdaj že začnemo videti nekaj eksperimentov.,Že vidimo nekatere poskuse v tej smeri.
alirezamsh/small100,sl,CA: So you found a way to shine light into what you see as these sort of dark secrets in companies and in government.,"CA: Torej ste našli način, da sija svetlobo v tisto, kar vidite kot te vrste temnih skrivnosti v podjetjih in v vladi.","CA: Torej ste našli način, da osvetlite to, kar vidite kot neke vrste temne skrivnosti podjetij in vlade."
alirezamsh/small100,sl,And a tear gas canister the size of a Pepsi can goes by my head. Whoosh!,In kanister solznega plina velikosti Pepsi lahko gredo po moji glavi. Whoosh!,Solzilec v velikosti pepsi pločevinke prileti mimo moje glave. Vuššš!
alirezamsh/small100,sl,Iceland went through this financial crisis.,Islandija je doživela finančno krizo.,Islandija je šla skozi finančno krizo.
alirezamsh/small100,sl,"Or take this: now this is an idea, but it's an idea to be tried out shortly in a suburb of Beijing.","Ali pa vzemite to: zdaj je to ideja, vendar je ideja, ki jo je treba kmalu preizkusiti v predmestju Pekinga.","Ali pa: no, to je samo ideja, ampak ideja, ki jo bodo kmalu preizkusili, v predmestju Pekinga."
alirezamsh/small100,sl,What Cristine did was use our Blicket Detectors.,"To, kar je Christine storila, je uporabljala naše detektorje pogledov.",Christine je uporabila našo napravo Blicket Detector.
alirezamsh/small100,sl,The idea matters a lot.,Ideja je zelo pomembna.,Prav tako tudi ideja.
alirezamsh/small100,sl,"They depend on their moms to drop worms in their little open mouths for as long as two years, which is a really long time in the life of a bird.","Zanašajo se na svoje mame, da spustijo črve v svoje majhne odprte usta za dve leti, kar je resnično dolgo časa v življenju ptice.","Odvisni so od matere, ki jim v odprte kljunčke prinaša črve, in to kar dve leti, kar je v življenju ptiča resnično dolga doba."
alirezamsh/small100,sl,Let's get creative against climate change.,Bodimo kreativni proti podnebnim spremembam.,Spopadimo se s klimatskimi spremembami na ustvarjalen način.
alirezamsh/small100,es,"But those people from the past, they don't know about any of this.","Pero esas personas del pasado, no saben nada de eso.","Pero esas personas del pasado, no saben nada de esto."
alirezamsh/small100,es,"Marco Tempest: For those of you who don't play cards, a deck of cards is made up of four different suits: hearts, clubs, diamonds and spades.","Marco Tempest: Para aquellos de ustedes que no juegan cartas, una cubierta de cartas se compone de cuatro trajes diferentes: corazones, clubes, diamantes y espadas.","Marco Tempest: Para aquellos que no jueguen a las cartas, un mazo está compuesto por cuatro palos: corazones, tréboles, diamantes y espadas."
alirezamsh/small100,es,"Two breast cancer organizations, Breast Cancer Action and FORCE, had organized a demonstration on the courthouse steps.","Dos organizaciones de cáncer de mama, Breast Cancer Action y FORCE, habían organizado una demostración sobre los pasos del tribunal.","Dos organizaciones de cáncer de mama, """" Breast Cancer Action """" y """" FORCE """", habían organizado una manifestación ahí en los escalones."
alirezamsh/small100,es,"I see now, I never was one and not the other.",Ahora veo que nunca he sido uno y no el otro.,"Ahora veo, nunca fui ni una ni otra."
alirezamsh/small100,es,"I think I'm probably one of the only women in my country with this high degree in health, and the only one with a doctorate in handwashing with soap.","Creo que soy probablemente una de las únicas mujeres en mi país con este alto grado en salud, y la única con un doctorado en lavado de manos con jabón.","Creo que soy la única mujer en mi país con semejante título tan alto en salud, y la única con un doctorado en lavado de manos con jabón."
alirezamsh/small100,es,"Now, science is about taking risks, so this is an incredible risk, right? (Laughter) For me, not for him. Right? Because we've only done this once before. (Laughter) And you like technology, right?","Ahora, la ciencia está sobre asumir riesgos, así que esto es un riesgo increíble, ¿verdad? (Risas) Para mí, no para él.","La ciencia implica asumir riesgos, y esto es un riesgo increíble, ¿no? (Risas) Para mí, no para él. ¿Sí? Porque lo hemos hecho sólo una vez antes. (Risas) Y te gusta la tecnología, ¿no?"
alirezamsh/small100,es,Patients become depressed.,Los pacientes se vuelven deprimidos.,Los pacientes se deprimen.
alirezamsh/small100,es,Celebrate the opportunity you have to eat this.,Celebra la oportunidad que tienes que comer esto.,Celebren la ocasión de comer esto.
alirezamsh/small100,es,"We need to think about what we're really procrastinating on, because everyone is procrastinating on something in life.","Necesitamos pensar en lo que realmente estamos procrastinando, porque todo el mundo está procrastinando algo en la vida.","Tenemos que pensar qué estamos postergando, porque todos postergamos algo en la vida."
alirezamsh/small100,es,"Everybody could go and listen, you know — ordinary people, even the sultan, Muslims and non-Muslims.","Todo el mundo podía ir y escuchar, sabes, gente común, incluso el sultán, los musulmanes y los no musulmanes.","Todos podían ir y escuchar, ustedes saben- gente común, hasta los sultanes, musulmanes y no-musulmanes."
alirezamsh/small100,es,He asked if I could build this as a permanent piece for the city.,Le preguntó si podía construir esto como una pieza permanente para la ciudad.,Me preguntó si podría construirla como algo permanente en esa ciudad.
alirezamsh/small100,es,My artistic horizons continue to grow.,Mis horizontes artísticos continúan creciendo.,Mis horizontes artísticos siguen creciendo.
alirezamsh/small100,es,I call this a Life Calendar.,Lo llamo un calendario de vida.,Lo llamo Calendario de Vida.
alirezamsh/small100,es,I asked her how she did this. Was it the power of praying?,Le pregunté cómo hizo esto. ¿Es el poder de orar?,Le pregunté cómo lo hacía. Era el poder de la oración?
alirezamsh/small100,es,"So what's really interesting about this object, and my students hate when I do this, but I'm going to do this anyway, is these are rugged devices.","Así que lo que es realmente interesante sobre este objeto, y mis estudiantes odian cuando lo hago, pero voy a hacerlo de cualquier manera, es que estos son dispositivos robustos.","Lo realmente interesante de este objeto, y mis estudiantes odian cuando hago esto, pero lo haré de todos modos, es que son dispositivos resistentes."
alirezamsh/small100,es,"So, imagine if we were all less passive in love.","Por lo tanto, imagina si todos éramos menos pasivos en el amor.","Entonces, imaginen si fuéramos todos menos pasivos en el amor."
alirezamsh/small100,es,"And so I'm listening and I'm listening, and at some point, I start feeling like all the stories are about being wrong.","Y así estoy escuchando y estoy escuchando, y en algún momento, empecé a sentir que todas las historias se están equivocando.",Así que estaba escuchando y escuchando y en un momento empiezo a sentir que todas las historias eran sobre estar equivocados.
alirezamsh/small100,es,What happens then?,¿Qué sucede entonces?,¿Qué pasa luego?
alirezamsh/small100,es,"The foremost challenges I had to face and overcome on this journey had to do with media, muscle and money.","Los principales desafíos que tenía que enfrentar y superar en este viaje tenían que ver con los medios, los músculos y el dinero.","Los principales retos que tuve que afrontar y superar fueron: medios, apoyo y dinero."
alirezamsh/small100,es,"Okay, so how would I like to finish?","Así que, ¿cómo me gustaría terminar?","Muy bien, ¿cómo me gustaría terminar?"
alirezamsh/small100,sv,(Applause),( och applaus),(Applåder)
alirezamsh/small100,sv,"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","Du har en kartonglåda med en spegel i mitten, och sedan lägger du spöken - så min första patient, Derek, kom in.","Man använder en papplåda med en spegel i mitten. Sen stoppar man fantomen... Så min första patient, Derek, kom in."
alirezamsh/small100,sv,"Our consciousness of that thing that we're attending to becomes extremely bright and vivid, and everything else sort of goes dark.","Vår medvetenhet om det vi är närvarande blir extremt ljusa och levande, och allt annat blir mörkt.","Vårt medvetande om de saker som vi har för handen blir extremt klart och tydligt, men allt annat faller liksom i mörker."
alirezamsh/small100,sv,"For days after the launch, Sputnik was a wonderful curiosity.",För några dagar efter lanseringen var Sputnik en fantastisk nyfikenhet.,"Under dagar efter uppskjutningen, var Sputnik en underbar underlighet."
alirezamsh/small100,sv,"Click and, bang, you're in this museum.","Klicka och, bang, du är i det här museet.","klicka och, pang, så är ni inne i detta museum."
alirezamsh/small100,sv,"If you're a woman writer from the Muslim world, like me, then you are expected to write the stories of Muslim women and, preferably, the unhappy stories of unhappy Muslim women.","Om du är en kvinnlig författare från den muslimska världen, som jag, då förväntas du skriva berättelser om muslimska kvinnor och helst de olyckliga berättelserna om olyckliga muslimska kvinnor.","Om du är kvinnlig författare från den muslimska världen, som jag, då förväntas du skriva de muslimska kvinnornas historia och, helst, de olyckliga historierna om olyckliga muslimska kvinnor."
alirezamsh/small100,sv,"And also, they are famous now on the streets, on mass media and social.","Och de är också kända nu på gatorna, på massmedia och sociala medier.","Och nu är de kända på gatorna, i massmedia och socialt."
alirezamsh/small100,sv,"Here, you've got Martian alphabet.",Här har du det marsianska alfabetet.,Här är då marsalfabetet.
alirezamsh/small100,sv,"So this is a work that we were very intrigued with, working with the aesthetic of fur embedded with thousands of tiny different sizes of fiber optics, which twinkle like the night sky.","Så detta är ett arbete som vi var mycket intrigerade med, arbetar med estetiken av hår inbäddade med tusentals små olika storlekar av fiberoptik, som twinklar som natthimmelen.","Det här är ett projekt som vi var väldigt fascinerade av där vi arbetade med pälsestetik som genomkorsades av tusentals olika stora optiska fibrer, som gnistrade som stjärnor på natthimlen."
alirezamsh/small100,sv,"Government is doing what they can, especially in terms of the pandemics and epidemics such as cholera, or Ebola at the moment, but with competing priorities.","Regeringen gör vad de kan, särskilt när det gäller pandemier och epidemier som kolera eller ebola just nu, men med konkurrerande prioriteringar.","Regeringarna gör vad de kan, särskilt vad gäller pandemier och epidemier som kolera och ebola i dagsläget, men tvingas ständigt prioritera."
alirezamsh/small100,sv,"I ran as an independent candidate, not with any political party or muscle behind me.","Jag körde som en oberoende kandidat, inte med något politiskt parti eller muskler bakom mig.","Jag ställde upp som en oberoende kandidat, utan något politiskt parti bakom mig."
alirezamsh/small100,sv,You'll actually see that down here you can see a Web address: unionseek.com / d / ioo.exe And when you view this image on your computer it actually is going to download and run that program.,Du kommer faktiskt att se att här nedan kan du se en webbadress: unionseek.com / d / ioo.exe Och när du ser den här bilden på din dator det faktiskt kommer att ladda ner och köra det programmet.,Så kommer du att se att här nere finns en webbadress: unionseek.com / d / ioo.exe Så när du tittar på den här bilden på din dator kommer den faktiskt att ladda ner och köra det hör programmet.
alirezamsh/small100,sv,"So we trick our brains, because our brain simply doesn't accept the fact that it doesn't really make sense.","Så vi lurar vår hjärna, eftersom vår hjärna helt enkelt inte accepterar det faktum att det verkligen inte har någon mening.",Så vi lurar våra hjärnor för våra hjärnor kan helt enkelt inte acceptera det faktum att det inte riktigt går ihop.
alirezamsh/small100,sv,"So I wanted to create something different, something where the process starts when you press the trigger.","Så jag ville skapa något annorlunda, något där processen börjar när du trycker på triggeren.","Så jag ville skapa något annorlunda, något där processen börjar när du trycker på utlösaren."
alirezamsh/small100,sv,"When an arm is amputated, or a leg is amputated, for gangrene, or you lose it in war — for example, in the Iraq war, it's now a serious problem — you continue to vividly feel the presence of that missing arm, and that's called a phantom arm or a phantom leg.","När en arm amputeras, eller ett ben amputeras, för gangrän, eller du förlorar den i krig - till exempel i Irakkriget är det nu ett allvarligt problem - du fortsätter att känna närvaron av den saknade armen, och det kallas en fantom arm eller en fantom ben.","När en arm eller ett ben amputeras på grund av kallbrand eller förloras i ett krig, till exempel kriget i Irak. Det är idag ett allvarligt problem. Man fortsätter att påtagligt känna den förlorade armens närvaro. Viken benämns fantomarm eller fantomben."
alirezamsh/small100,sv,Death: Go to ifidie.net before it's too late.,Död: Gå till ifidie.net innan det är för sent.,Döden: Gå till ifidie.net innan det är för sent
